median(time1,time1+559);mean(AccX);var(AccX);kurtosis(AccX);EightythPercentile(AccX);mean(AccY);var(AccY);kurtosis(AccY);EightythPercentile(AccY);mean(AccZ);var(AccZ);kurtosis(AccZ);EightythPercentile(AccZ);mean(light);var(light);kurtosis(light);EightythPercentile(light);mean(speed);var(speed);kurtosis(speed);EightythPercentile(speed);mean(bearing);var(bearing);kurtosis(bearing);EightythPercentile(bearing);stressOrNonStress
14:50:49:187;0.0530486690714;0.0106437381216;0.32724347368268925;0.1340753;-0.313127380518;0.00377414597888;0.21206097002334712;-0.2681506;10.0007855571;0.00469429163956;-0.3668036704129509;10.055647;731.734345554;343.548365186;0.3923333217071403;745.0532;0.11561112;0.0;-3.0;0.11561112;156.99957;8.07793566946e-28;-2.0;156.99957;1
14:50:49:343;0.0479524398821;0.0110307167038;0.4609344037641421;0.1340753;-0.311930280018;0.00373168672633;0.30233778457998506;-0.2681506;10.0010249804;0.00468447372742;-0.3729083692739805;10.055647;730.959930375;334.251308653;0.5631700233837647;745.0532;0.11561112;0.0;-3.0;0.11561112;156.99957;8.07793566946e-28;-2.0;156.99957;1
14:50:49:500;0.0362550546536;0.013316770128;0.5432511828494939;0.1340753;-0.313024772089;0.00371064834732;0.2522406644277284;-0.2681506;10.0006145554;0.00466043175242;-0.34027811103761785;10.055647;730.468025286;345.435872881;0.39955120911003217;745.0532;0.11561112;0.0;-3.0;0.11561112;156.99957;8.07793566946e-28;-2.0;156.99957;1
14:50:49:656;0.0248312922464;0.0154257102439;0.43837609597957883;0.1340753;-0.315555785125;0.00380071175641;0.018019834213284014;-0.2681506;10.0014696259;0.00463261896781;-0.3264135768152143;10.055647;732.130979071;412.546297479;0.09750004997314399;745.0532;0.11561112;0.0;-3.0;0.11561112;156.99957;8.07793566946e-28;-2.0;156.99957;1
14:50:49:812;0.0274307112071;0.0153527498734;0.4509800663098882;0.1340753;-0.313058974536;0.00396503531346;-0.05149932112867006;-0.2681506;10.0034191938;0.00453543663983;-0.2583833619275593;10.055647;732.68977675;437.940401383;-0.0028811999678635125;748.00024;0.11561112;0.0;-3.0;0.11561112;156.99957;8.07793566946e-28;-2.0;156.99957;1
14:50:49:968;0.0338608529357;0.0153281177904;0.44690384368981784;0.1340753;-0.313058974893;0.00433713718285;-0.03325033455663018;-0.24899697;9.99931487232;0.00513804104456;-0.06934752339917694;10.055647;733.840741214;482.337000653;-0.2683452938513389;750.9594;0.11561112;0.0;-3.0;0.11561112;156.99957;8.07793566946e-28;-2.0;156.99957;1
14:50:50:125;0.0411118636268;0.0156308903049;0.37441279355597956;0.1340753;-0.316274045946;0.00422932498565;-0.025396054210028662;-0.2681506;9.99514212679;0.00566723401409;-0.26203670594300243;10.055647;735.197893429;498.893126389;-0.4327479390422506;750.9594;0.11561112;0.0;-3.0;0.11561112;156.99957;8.07793566946e-28;-2.0;156.99957;1
14:50:50:281;0.0436770797054;0.0156000943395;0.3988204961249089;0.1340753;-0.319249696268;0.0042111843262;-0.12953639953962126;-0.2681506;9.99804935536;0.00555528798363;-0.22655548601836362;10.055647;734.62104525;511.40589069;-0.5005045823243468;750.9594;0.11561112;0.0;-3.0;0.11561112;156.99957;8.07793566946e-28;-2.0;156.99957;0
14:50:50:437;0.0402909945643;0.0168218779824;0.16146188301563447;0.1340753;-0.322567375696;0.0042181506878;-0.2707496804992999;-0.2681506;9.99794673571;0.00544191648965;-0.16182491068203397;10.055647;734.478408643;522.202854349;-0.5639547951506669;750.9594;0.11561112;0.0;-3.0;0.11561112;156.99957;8.07793566946e-28;-2.0;156.99957;0
14:50:50:593;0.0328005633964;0.0174866297571;-0.025675052627991413;0.1340753;-0.323525056411;0.00373304258492;-0.2652097094123005;-0.2681506;9.99801514732;0.00544980599788;-0.17011166035786607;10.055647;734.565245786;528.002379939;-0.6040029312566744;756.9125;0.11561112;0.0;-3.0;0.11561112;156.99957;8.07793566946e-28;-2.0;156.99957;0
14:50:50:750;0.031774476975;0.0178280350081;-0.11915662761419821;0.1340753;-0.324414330893;0.00378575067728;-0.4712097206652017;-0.2681506;9.99907543929;0.00536322414461;-0.09015618051849605;10.055647;733.57617575;541.863729173;-0.6362203862644193;756.9125;0.11561112;0.0;-3.0;0.11561112;156.99957;8.07793566946e-28;-2.0;156.99957;0
14:50:50:906;0.0326637518321;0.0179410599758;-0.150172403375334;0.1340753;-0.323559258786;0.00395133522103;-0.5737171293035117;-0.2681506;10.0019826839;0.00540135495644;-0.11996636544504291;10.055647;732.596715143;559.517662479;-0.6616488111977223;752.15002;0.11561112;0.0;-3.0;0.11561112;156.99957;8.07793566946e-28;-2.0;156.99957;0
14:50:51:062;0.0279437541821;0.0177711715494;-0.11547682555366157;0.1340753;-0.325132591143;0.00408764928027;-0.7312287229310774;-0.2681506;10.0049583393;0.00540331564493;-0.10405560018195947;10.055647;734.219490643;606.225104008;-0.762031469657189;756.9125;0.11561112;0.0;-3.0;0.11561112;156.99957;8.07793566946e-28;-2.0;156.99957;0
14:50:51:218;0.0323559260036;0.0176878943864;-0.08078779628801236;0.1340753;-0.328963313786;0.00391024579228;-0.74279337968661;-0.2681506;10.0052661652;0.00530275050909;-0.013925673525577942;10.055647;734.844390625;611.848488384;-0.8130875741493422;759.9064;0.11561112;0.0;-3.0;0.11561112;156.99957;8.07793566946e-28;-2.0;156.99957;0
14:50:51:375;0.0360498371214;0.0172583302376;0.05839557208575297;0.1340753;-0.327663604286;0.00400243360388;-0.7954336252016732;-0.2681506;10.0082076098;0.00511094552023;0.20062940635826942;10.055647;734.874263304;609.929457198;-0.8212633954328181;759.9064;0.11561112;0.0;-3.0;0.11561112;156.99957;8.07793566946e-28;-2.0;156.99957;0
14:50:51:531;0.0351263593839;0.0172002443242;0.07342411601365573;0.1340753;-0.327663604286;0.00400243360388;-0.7954336252016736;-0.2681506;10.008823258;0.00514539481306;0.17132864902847622;10.055647;734.193674107;636.505432289;-0.9043406243797958;759.9064;0.11561112;0.0;-3.0;0.11561112;156.99957;8.07793566946e-28;-2.0;156.99957;0
