Time_Biotrace;Time_Light;Lightning
14:50:47:007;14:50:46:954;716.2113
14:50:47:015;14:50:46:954;716.2113
14:50:47:023;14:50:46:954;716.2113
14:50:47:031;14:50:46:954;716.2113
14:50:47:039;14:50:46:954;716.2113
14:50:47:046;14:50:46:954;716.2113
14:50:47:054;14:50:46:954;716.2113
14:50:47:062;14:50:47:056;753.9298
14:50:47:070;14:50:47:056;753.9298
14:50:47:078;14:50:47:056;753.9298
14:50:47:085;14:50:47:056;753.9298
14:50:47:093;14:50:47:056;753.9298
14:50:47:101;14:50:47:056;753.9298
14:50:47:109;14:50:47:056;753.9298
14:50:47:117;14:50:47:056;753.9298
14:50:47:125;14:50:47:056;753.9298
14:50:47:132;14:50:47:056;753.9298
14:50:47:140;14:50:47:056;753.9298
14:50:47:148;14:50:47:056;753.9298
14:50:47:156;14:50:47:056;753.9298
14:50:47:164;14:50:47:162;724.74475
14:50:47:171;14:50:47:162;724.74475
14:50:47:179;14:50:47:162;724.74475
14:50:47:187;14:50:47:162;724.74475
14:50:47:195;14:50:47:162;724.74475
14:50:47:203;14:50:47:162;724.74475
14:50:47:210;14:50:47:162;724.74475
14:50:47:218;14:50:47:162;724.74475
14:50:47:226;14:50:47:162;724.74475
14:50:47:234;14:50:47:162;724.74475
14:50:47:242;14:50:47:162;724.74475
14:50:47:250;14:50:47:162;724.74475
14:50:47:257;14:50:47:162;724.74475
14:50:47:265;14:50:47:162;724.74475
14:50:47:273;14:50:47:272;730.4899
14:50:47:281;14:50:47:272;730.4899
14:50:47:289;14:50:47:272;730.4899
14:50:47:296;14:50:47:272;730.4899
14:50:47:304;14:50:47:272;730.4899
14:50:47:312;14:50:47:272;730.4899
14:50:47:320;14:50:47:272;730.4899
14:50:47:328;14:50:47:272;730.4899
14:50:47:335;14:50:47:272;730.4899
14:50:47:343;14:50:47:272;730.4899
14:50:47:351;14:50:47:272;730.4899
14:50:47:359;14:50:47:272;730.4899
14:50:47:367;14:50:47:272;730.4899
14:50:47:375;14:50:47:272;730.4899
14:50:47:382;14:50:47:272;730.4899
14:50:47:390;14:50:47:272;730.4899
14:50:47:398;14:50:47:391;721.8889
14:50:47:406;14:50:47:391;721.8889
14:50:47:414;14:50:47:391;721.8889
14:50:47:421;14:50:47:391;721.8889
14:50:47:429;14:50:47:391;721.8889
14:50:47:437;14:50:47:391;721.8889
14:50:47:445;14:50:47:391;721.8889
14:50:47:453;14:50:47:391;721.8889
14:50:47:460;14:50:47:391;721.8889
14:50:47:468;14:50:47:391;721.8889
14:50:47:476;14:50:47:391;721.8889
14:50:47:484;14:50:47:391;721.8889
14:50:47:492;14:50:47:492;733.3794
14:50:47:500;14:50:47:492;733.3794
14:50:47:507;14:50:47:492;733.3794
14:50:47:515;14:50:47:492;733.3794
14:50:47:523;14:50:47:492;733.3794
14:50:47:531;14:50:47:492;733.3794
14:50:47:539;14:50:47:492;733.3794
14:50:47:546;14:50:47:492;733.3794
14:50:47:554;14:50:47:492;733.3794
14:50:47:562;14:50:47:492;733.3794
14:50:47:570;14:50:47:492;733.3794
14:50:47:578;14:50:47:492;733.3794
14:50:47:585;14:50:47:492;733.3794
14:50:47:593;14:50:47:492;733.3794
14:50:47:601;14:50:47:597;739.19305
14:50:47:609;14:50:47:597;739.19305
14:50:47:617;14:50:47:597;739.19305
14:50:47:625;14:50:47:597;739.19305
14:50:47:632;14:50:47:597;739.19305
14:50:47:640;14:50:47:597;739.19305
14:50:47:648;14:50:47:597;739.19305
14:50:47:656;14:50:47:597;739.19305
14:50:47:664;14:50:47:597;739.19305
14:50:47:671;14:50:47:597;739.19305
14:50:47:679;14:50:47:597;739.19305
14:50:47:687;14:50:47:597;739.19305
14:50:47:695;14:50:47:597;739.19305
14:50:47:703;14:50:47:597;739.19305
14:50:47:710;14:50:47:597;739.19305
14:50:47:718;14:50:47:712;727.61145
14:50:47:726;14:50:47:712;727.61145
14:50:47:734;14:50:47:712;727.61145
14:50:47:742;14:50:47:712;727.61145
14:50:47:750;14:50:47:712;727.61145
14:50:47:757;14:50:47:712;727.61145
14:50:47:765;14:50:47:712;727.61145
14:50:47:773;14:50:47:712;727.61145
14:50:47:781;14:50:47:712;727.61145
14:50:47:789;14:50:47:712;727.61145
14:50:47:796;14:50:47:712;727.61145
14:50:47:804;14:50:47:712;727.61145
14:50:47:812;14:50:47:712;727.61145
14:50:47:820;14:50:47:817;719.0447
14:50:47:828;14:50:47:817;719.0447
14:50:47:835;14:50:47:817;719.0447
14:50:47:843;14:50:47:817;719.0447
14:50:47:851;14:50:47:817;719.0447
14:50:47:859;14:50:47:817;719.0447
14:50:47:867;14:50:47:817;719.0447
14:50:47:875;14:50:47:817;719.0447
14:50:47:882;14:50:47:817;719.0447
14:50:47:890;14:50:47:817;719.0447
14:50:47:898;14:50:47:817;719.0447
14:50:47:906;14:50:47:817;719.0447
14:50:47:914;14:50:47:817;719.0447
14:50:47:921;14:50:47:817;719.0447
14:50:47:929;14:50:47:817;719.0447
14:50:47:937;14:50:47:817;719.0447
14:50:47:945;14:50:47:943;745.0532
14:50:47:953;14:50:47:943;745.0532
14:50:47:960;14:50:47:943;745.0532
14:50:47:968;14:50:47:943;745.0532
14:50:47:976;14:50:47:943;745.0532
14:50:47:984;14:50:47:943;745.0532
