11:59:36:234;8241.265;8.257;29.756;102.065;587.8607;69.198
11:59:36:242;8342.393;8.259;29.758;102.065;587.8607;69.198
11:59:36:250;8408.61;8.26;29.757;102.065;587.8607;68.738
11:59:36:257;8474.706;8.261;29.757;102.065;587.8607;68.738
11:59:36:265;8564.547;8.263;29.757;102.065;587.8607;68.738
11:59:36:273;8685.085;8.264;29.757;102.065;587.8607;68.738
11:59:36:281;8635.442;8.265;29.76;102.065;587.8607;68.738
11:59:36:289;8443.985;8.266;29.755;102.065;587.8607;68.738
11:59:36:296;8519.645;8.267;29.758;102.065;587.8607;68.738
11:59:36:304;8468.867;8.27;29.76;102.065;587.8607;68.738
11:59:36:312;8254.652;8.27;29.758;102.065;587.8607;68.738
11:59:36:320;8305.65;8.27;29.757;102.065;587.8607;68.738
11:59:36:328;8421.937;8.272;29.757;102.065;587.8607;68.738
11:59:36:335;8038.02;8.274;29.759;102.065;587.8607;68.738
11:59:36:343;8026.953;8.275;29.759;102.065;587.8607;68.738
11:59:36:351;8073.418;8.277;29.759;102.065;587.8607;68.738
11:59:36:359;8153.671;8.277;29.755;102.065;587.8607;68.738
11:59:36:367;8133.7;8.279;29.759;102.065;587.8607;68.738
11:59:36:375;8141.933;8.28;29.756;102.065;587.8607;68.738
11:59:36:382;8076.9;8.281;29.759;102.065;587.8607;68.738
11:59:36:390;7939.896;8.281;29.761;102.065;587.8607;68.738
11:59:36:398;7949.888;8.282;29.758;102.065;587.8607;68.738
11:59:36:406;8039.119;8.283;29.758;102.065;587.8607;68.738
11:59:36:414;8034.563;8.285;29.76;102.065;587.8607;68.738
11:59:36:421;8170.931;8.286;29.76;102.065;587.8607;68.738
11:59:36:429;8114.424;8.288;29.762;102.065;587.8607;68.738
11:59:36:437;8144.388;8.288;29.759;102.065;587.8607;68.738
11:59:36:445;8132.588;8.288;29.76;102.065;587.8607;68.738
11:59:36:453;8044.054;8.29;29.759;102.065;587.8607;68.738
11:59:36:460;8121.167;8.291;29.758;102.065;587.8607;68.738
11:59:36:468;8163.883;8.291;29.757;102.065;587.8607;68.738
11:59:36:476;8061.851;8.292;29.759;102.065;587.8607;68.738
11:59:36:484;8031.448;8.294;29.759;102.065;587.8607;68.738
11:59:36:492;8095.943;8.295;29.759;102.065;587.8607;68.738
11:59:36:500;8019.624;8.296;29.759;102.065;587.8607;68.283
11:59:36:507;7999.139;8.297;29.757;102.065;587.8607;68.283
11:59:36:515;8145.854;8.297;29.758;102.065;587.8607;68.283
11:59:36:523;8176.44;8.298;29.76;102.065;587.8607;68.283
11:59:36:531;8142.836;8.3;29.76;102.065;587.8607;68.283
11:59:36:539;8144.656;8.301;29.76;102.065;587.8607;68.283
11:59:36:546;8158.337;8.302;29.763;102.065;587.8607;68.283
11:59:36:554;8208.138;8.302;29.76;102.065;587.8607;68.283
11:59:36:562;8121.839;8.303;29.758;102.065;587.8607;68.283
11:59:36:570;8127.617;8.304;29.76;102.065;587.8607;68.283
11:59:36:578;8191.611;8.306;29.761;102.065;587.8607;68.283
11:59:36:585;8048.427;8.306;29.76;102.065;587.8607;68.283
11:59:36:593;7950.572;8.307;29.761;102.065;587.8607;68.283
11:59:36:601;7940.019;8.308;29.761;102.065;587.8607;68.283
11:59:36:609;8108.097;8.31;29.763;102.065;587.8607;68.283
11:59:36:617;8086.647;8.31;29.76;102.065;587.8607;68.283
11:59:36:625;7936.488;8.31;29.76;102.065;587.8607;68.283
11:59:36:632;8129.375;8.311;29.759;102.065;587.8607;68.283
11:59:36:640;8071.55;8.311;29.761;102.065;587.8607;68.283
11:59:36:648;7868.158;8.312;29.763;102.065;587.8607;68.283
11:59:36:656;8151.082;8.314;29.763;102.065;587.8607;68.283
11:59:36:664;8628.248;8.314;29.762;102.065;587.8607;68.283
11:59:36:671;9292.585;8.315;29.764;102.065;587.8607;68.283
11:59:36:679;8666.151;8.317;29.763;102.065;587.8607;68.283
11:59:36:687;7736.553;8.317;29.758;99.74;601.5641;68.283
11:59:36:695;7552.021;8.317;29.762;99.74;601.5641;68.283
11:59:36:703;7925.397;8.318;29.759;99.74;601.5641;68.283
11:59:36:710;7948.557;8.319;29.761;99.74;601.5641;68.283
11:59:36:718;7967.576;8.319;29.76;99.745;601.5339;68.283
11:59:36:726;7953.406;8.321;29.762;99.745;601.5339;68.283
11:59:36:734;8162.869;8.321;29.764;99.745;601.5339;68.283
11:59:36:742;8100.353;8.322;29.764;99.745;601.5339;68.283
11:59:36:750;8067.165;8.322;29.76;99.745;601.5339;67.836
11:59:36:757;8043.785;8.324;29.761;99.745;601.5339;67.836
11:59:36:765;8070.56;8.324;29.764;99.745;601.5339;67.836
11:59:36:773;8160.548;8.323;29.762;99.745;601.5339;67.836
11:59:36:781;8092.926;8.325;29.764;99.745;601.5339;67.836
11:59:36:789;8148.565;8.326;29.761;99.745;601.5339;67.836
11:59:36:796;8108.048;8.325;29.765;99.745;601.5339;67.836
11:59:36:804;8170.625;8.326;29.764;99.745;601.5339;67.836
11:59:36:812;8161.122;8.327;29.764;99.745;601.5339;67.836
11:59:36:820;8174.192;8.327;29.765;99.745;601.5339;67.836
11:59:36:828;8211.265;8.328;29.765;99.745;601.5339;67.836
11:59:36:835;8357.014;8.328;29.766;99.745;601.5339;67.836
11:59:36:843;8320.735;8.328;29.765;99.745;601.5339;67.836
11:59:36:851;8390.716;8.328;29.766;99.745;601.5339;67.836
11:59:36:859;8416.257;8.33;29.766;99.745;601.5339;67.836
11:59:36:867;8509.555;8.33;29.767;99.745;601.5339;67.836
11:59:36:875;8559.404;8.328;29.766;99.745;601.5339;67.836
11:59:36:882;8475.378;8.329;29.764;99.745;601.5339;67.836
11:59:36:890;8486.579;8.33;29.764;99.745;601.5339;67.836
11:59:36:898;8558.317;8.331;29.767;99.745;601.5339;67.836
11:59:36:906;8356.281;8.332;29.771;99.745;601.5339;67.836
11:59:36:914;8319.05;8.331;29.769;99.745;601.5339;67.836
11:59:36:921;8192.356;8.332;29.765;99.745;601.5339;67.836
11:59:36:929;8194.97;8.332;29.769;99.745;601.5339;67.836
11:59:36:937;8154.062;8.331;29.765;99.745;601.5339;67.836
11:59:36:945;8044.408;8.332;29.765;99.745;601.5339;67.836
11:59:36:953;8129.803;8.332;29.763;99.745;601.5339;67.836
11:59:36:960;8073.321;8.333;29.769;99.745;601.5339;67.836
11:59:36:968;8024.119;8.332;29.769;99.745;601.5339;67.836
11:59:36:976;7925.715;8.332;29.767;99.745;601.5339;67.836
11:59:36:984;7974.929;8.333;29.766;99.745;601.5339;67.836
11:59:36:992;8085.206;8.332;29.767;99.745;601.5339;67.836
11:59:37:000;8004.013;8.333;29.769;99.745;601.5339;67.402
11:59:37:007;8108.585;8.332;29.77;99.745;601.5339;67.402
11:59:37:015;8150.959;8.333;29.771;99.745;601.5339;67.402
11:59:37:023;8009.644;8.333;29.768;99.745;601.5339;67.402
11:59:37:031;8070.353;8.334;29.77;99.745;601.5339;67.402
11:59:37:039;8027.49;8.332;29.769;99.745;601.5339;67.402
11:59:37:046;7952.417;8.332;29.769;99.745;601.5339;67.402
11:59:37:054;8018.598;8.333;29.77;99.745;601.5339;67.402
11:59:37:062;8150.972;8.334;29.77;99.745;601.5339;67.402
11:59:37:070;8023.496;8.332;29.77;99.745;601.5339;67.402
11:59:37:078;7998.638;8.332;29.771;99.745;601.5339;67.402
11:59:37:085;8096.81;8.333;29.771;99.745;601.5339;67.402
11:59:37:093;8018.415;8.332;29.771;99.745;601.5339;67.402
11:59:37:101;8015.532;8.331;29.772;99.745;601.5339;67.402
11:59:37:109;8055.206;8.332;29.772;99.745;601.5339;67.402
11:59:37:117;8133.797;8.331;29.773;99.745;601.5339;67.402
11:59:37:125;8046.924;8.332;29.771;99.745;601.5339;67.402
11:59:37:132;8011.843;8.331;29.772;99.745;601.5339;67.402
11:59:37:140;8121.985;8.33;29.773;99.745;601.5339;67.402
11:59:37:148;8086.623;8.331;29.773;99.745;601.5339;67.402
11:59:37:156;8057.075;8.329;29.774;99.745;601.5339;67.402
11:59:37:164;8224.665;8.328;29.775;99.745;601.5339;67.402
11:59:37:171;8091.399;8.329;29.774;99.745;601.5339;67.402
11:59:37:179;8055.536;8.33;29.778;99.745;601.5339;67.402
11:59:37:187;8055.279;8.33;29.775;99.745;601.5339;67.402
11:59:37:195;8055.56;8.331;29.772;99.745;601.5339;67.402
11:59:37:203;7946.431;8.329;29.774;99.745;601.5339;67.402
11:59:37:210;7881.325;8.329;29.774;99.745;601.5339;67.402
11:59:37:218;7916.089;8.328;29.773;99.745;601.5339;67.402
11:59:37:226;8035.356;8.328;29.772;99.745;601.5339;67.402
11:59:37:234;7992.348;8.327;29.775;99.745;601.5339;67.402
11:59:37:242;7862.722;8.326;29.777;99.745;601.5339;67.402
11:59:37:250;7869.758;8.327;29.775;99.745;601.5339;66.982
11:59:37:257;8011.293;8.327;29.774;99.745;601.5339;66.982
11:59:37:265;8174.339;8.326;29.775;99.745;601.5339;66.982
11:59:37:273;8816.53;8.326;29.778;99.745;601.5339;66.982
11:59:37:281;8961.303;8.324;29.777;99.257;604.4914;66.982
11:59:37:289;7932.665;8.325;29.777;99.257;604.4914;66.982
11:59:37:296;7553.585;8.324;29.777;99.257;604.4914;66.982
11:59:37:304;7696.623;8.325;29.774;99.257;604.4914;66.982
11:59:37:312;7705.93;8.323;29.776;99.262;604.4609;66.982
11:59:37:320;7814.864;8.322;29.776;99.262;604.4609;66.982
11:59:37:328;7992.005;8.322;29.778;99.262;604.4609;66.982
11:59:37:335;7926.46;8.322;29.779;99.262;604.4609;66.982
11:59:37:343;7935.145;8.321;29.779;99.262;604.4609;66.982
11:59:37:351;8026.794;8.32;29.779;99.262;604.4609;66.982
11:59:37:359;8025.206;8.321;29.78;99.262;604.4609;66.982
11:59:37:367;8039.314;8.321;29.781;99.262;604.4609;66.982
11:59:37:375;7902.237;8.319;29.781;99.262;604.4609;66.982
11:59:37:382;8058.589;8.319;29.779;99.262;604.4609;66.982
11:59:37:390;8138.134;8.317;29.778;99.262;604.4609;66.982
11:59:37:398;8008.374;8.318;29.78;99.262;604.4609;66.982
11:59:37:406;8143.239;8.319;29.778;99.262;604.4609;66.982
11:59:37:414;8001.216;8.316;29.779;99.262;604.4609;66.982
11:59:37:421;8107.596;8.316;29.778;99.262;604.4609;66.982
11:59:37:429;8280.878;8.317;29.781;99.262;604.4609;66.982
11:59:37:437;8233.875;8.315;29.78;99.262;604.4609;66.982
11:59:37:445;8239.97;8.314;29.782;99.262;604.4609;66.982
11:59:37:453;8382.434;8.314;29.781;99.262;604.4609;66.982
11:59:37:460;8508.81;8.314;29.782;99.262;604.4609;66.982
11:59:37:468;8402.931;8.313;29.784;99.262;604.4609;66.982
11:59:37:476;8336.065;8.312;29.783;99.262;604.4609;66.982
11:59:37:484;8327.845;8.312;29.781;99.262;604.4609;66.982
11:59:37:492;8468.342;8.311;29.781;99.262;604.4609;66.982
11:59:37:500;8380.394;8.31;29.784;99.262;604.4609;66.579
11:59:37:507;8462.991;8.31;29.784;99.262;604.4609;66.579
11:59:37:515;8233.117;8.308;29.782;99.262;604.4609;66.579
11:59:37:523;8178.602;8.308;29.782;99.262;604.4609;66.579
11:59:37:531;8120.067;8.307;29.783;99.262;604.4609;66.579
11:59:37:539;8150.288;8.308;29.784;99.262;604.4609;66.579
11:59:37:546;8172.372;8.307;29.784;99.262;604.4609;66.579
11:59:37:554;8015.935;8.306;29.782;99.262;604.4609;66.579
11:59:37:562;7912.669;8.305;29.786;99.262;604.4609;66.579
11:59:37:570;7987.071;8.303;29.785;99.262;604.4609;66.579
11:59:37:578;7924.848;8.303;29.785;99.262;604.4609;66.579
