((time1+time2)*0.5);mean(AccX);var(AccX);kurtosis(AccX);EightythPercentile(AccX);mean(AccY);var(AccY);kurtosis(AccY);EightythPercentile(AccY);mean(AccZ);var(AccZ);kurtosis(AccZ);EightythPercentile(AccZ);mean(light);var(light);kurtosis(light);EightythPercentile(light);mean(speed);var(speed);kurtosis(speed);EightythPercentile(speed);mean(bearing);var(bearing);kurtosis(bearing);EightythPercentile(bearing)
11.0:59.0:38.0:417.5;0.138316455012;0.252158275487;1.1333594998680478;0.455855988;-0.10339531452;0.32402349336;5.350868096754187;0.24899697;10.128157258;0.76077291781;0.9606879515023072;10.783484;311.153474041;43816.3978399;-1.717147078221106;516.095;16.2710901482;0.0124074303237;-0.6441000889557831;16.331251;309.754354161;2.82252052993;-1.4076977268072535;310.87485
11.0:59.0:38.0:573.5;0.149706014441;0.230655976352;1.4761566957472292;0.455855988;-0.113724584627;0.317475428512;5.562395664328138;0.24899697;10.1330824759;0.757568562823;1.0026962397958092;10.783484;295.578014889;45374.0613437;-1.7858915351810098;516.095;16.2773068268;0.0141989031764;-0.7999931780742906;16.331251;309.923754161;3.00180869228;-1.399854985362713;310.87485
11.0:59.0:38.0:730.0;0.143104858416;0.231858420345;1.4216509616936293;0.455855988;-0.134348922721;0.319086389967;5.255860337560799;0.233674082;10.1501839259;0.760349305488;1.0176570611914935;10.783484;279.393779543;46093.2018691;-1.8071470881021867;516.095;16.2835235054;0.0159130818442;-0.9851849174093603;16.331251;310.093154161;3.12370413463;-1.3854982293589653;310.87485
11.0:59.0:38.5:386.5;0.159043400887;0.234496444849;1.4182726819144316;0.51714754;-0.137632399618;0.325834534819;4.927265843587741;0.22984336;10.144232608;0.757756088879;1.028866110314853;10.783484;262.327952007;45922.8293344;-1.7826718166221125;516.095;16.2897401839;0.0175499663271;-1.1654248869891775;16.505318;310.262554161;3.18820685698;-1.3456601340186714;312.73984
11.0:59.0:38.5:542.5;0.174742522548;0.243530462964;1.2086726181876344;0.51714754;-0.184627157502;0.373391792308;3.215186292745826;0.22984336;10.1849682455;0.78956641312;0.9084686967766316;10.860099;245.282847493;45164.8415855;-1.7130042524284508;516.095;16.3016228446;0.0234474682088;0.8198331053595078;16.505318;310.409149125;3.12189384128;-1.247134233942964;312.73984
11.0:59.0:39.0:198.5;0.18517440062;0.239872153695;1.3482220788351809;0.51714754;-0.196769179655;0.370206694093;3.2156404323474677;0.22984336;10.1735103152;0.755389577;1.11862976587192;10.783484;226.947762127;43076.8440453;-1.6093220446496725;494.16162;16.3204305946;0.0341126955083;1.18807709781838;16.505318;310.527871268;2.92962090984;-1.0674463773095002;312.73984
11.0:59.0:39.0:355.0;0.228509451977;0.233525502295;1.3191944241155964;0.61291564;-0.181275274723;0.376134175355;3.165314730849807;0.22984336;10.1251816304;0.854798174634;1.4544456149210303;10.783484;208.975398468;40517.3908701;-1.4546151903348097;458.44977;16.3392383446;0.0440704598877;0.5819785590033022;16.505318;310.646593411;2.70915808399;-0.8177860142870239;312.73984
11.0:59.0:39.0:511.5;0.281010875155;0.185919574223;-0.23523007283281183;0.61291564;-0.173613829759;0.383260710122;3.0228849223611354;0.24899697;10.0659080634;0.958430350801;1.3986864525199438;10.745177;191.543644993;37710.2022018;-1.2307473937170692;454.84412;16.3580460946;0.053320761347;-0.018396353144050526;16.505318;310.765315554;2.46050536373;-0.47908884004348984;312.73984
11.0:59.0:39.0:667.5;0.325337810334;0.190745331608;-0.3476707749454837;0.6703765;-0.163079341312;0.402468632692;2.6225449115105652;0.2873042;10.0696361866;0.935717032734;1.4748689216229192;10.745177;174.748644839;34735.3546653;-0.9163975313423287;428.69006;16.3768538446;0.0618635998861;-0.5042308348652593;16.505318;310.884037696;2.18366274906;-0.02279885451311836;312.73984
11.0:59.0:39.5:323.5;0.342405047548;0.200264462832;-0.5255734032972215;0.7086837;-0.208979608527;0.402071408866;2.3063872085568624;0.2873042;10.058691242;0.885388000662;1.7787648786530212;10.668563;157.769653054;31132.1349033;-0.5023503494583421;363.18707;16.3956615946;0.0696989755052;-0.8819421130683178;16.505318;311.002759839;1.87863023998;0.5927812007724071;312.73984
11.0:59.0:39.5:480.0;0.34298649648;0.204943690561;-0.6187998761044669;0.80445176;-0.214965113063;0.39934718;2.334071631558632;0.2873042;10.0490802295;0.848287412205;1.9730711904679472;10.668563;139.835951695;26165.9107291;-0.06307939519648276;331.6612;16.4144693446;0.0768268882041;-1.1718677219715654;16.857868;311.121481982;1.5454078365;1.4204163469228615;312.73984
11.0:59.0:39.5:636.5;0.30508970272;0.18950275602;-0.5710291229116007;0.7086837;-0.225362785812;0.415850186876;1.9999496101152765;0.2873042;10.1063358509;0.89331561112;1.8950168350509493;10.6838858;122.63256302;21283.9056235;0.5005029034727744;255.58261;16.4305929089;0.0811849224254;-1.3845929964471475;16.857868;311.193626232;1.24180803585;1.8859597191952506;312.73984
11.0:59.0:40.0:292.5;0.304439848116;0.189038703714;-0.5838061751581427;0.7086837;-0.254195813991;0.41659202295;1.7975352499478978;0.233674082;10.0736036777;0.843251377852;2.1381690385853496;10.668563;107.0634526;17078.2032865;1.4133847565791857;172.89645;16.4464182304;0.0848025886997;-1.5403907010181843;16.857868;311.260595161;0.934701160239;1.5394138488206002;312.73984
11.0:59.0:40.0:448.5;0.319010276188;0.186445586745;-0.6038759395618039;0.7086837;-0.250399293312;0.415649488164;1.843564529859007;0.233674082;10.0504825598;0.825130746094;2.2281539715938603;10.668563;91.8418944464;12677.7173542;2.656927534824015;104.686894;16.4643724893;0.0869945011008;-1.640402154553721;16.857868;311.291586464;0.753456535865;-0.5055088254659794;312.73984
11.0:59.0:40.0:605.0;0.332075777188;0.163557873341;-0.7870495059788816;0.6703765;-0.284089132205;0.419378514697;1.583918299454595;0.22984336;10.0066686741;0.91052015177;1.4602518210151354;10.611102;77.1683062679;8292.80059911;3.9273115530066116;77.88204;16.4862804893;0.0866580604142;-1.6762470095163655;16.857868;311.255762179;0.81796635326;-0.6051419263734723;312.73984
