Time_Biotrace;Time_Light;Lightning
11:31:15:703;11:31:15:690;492.21442
11:31:15:710;11:31:15:690;492.21442
11:31:15:718;11:31:15:690;492.21442
11:31:15:726;11:31:15:690;492.21442
11:31:15:734;11:31:15:690;492.21442
11:31:15:742;11:31:15:690;492.21442
11:31:15:750;11:31:15:690;492.21442
11:31:15:757;11:31:15:690;492.21442
11:31:15:765;11:31:15:690;492.21442
11:31:15:773;11:31:15:690;492.21442
11:31:15:781;11:31:15:690;492.21442
11:31:15:789;11:31:15:690;492.21442
11:31:15:796;11:31:15:790;484.50244
11:31:15:804;11:31:15:790;484.50244
11:31:15:812;11:31:15:790;484.50244
11:31:15:820;11:31:15:790;484.50244
11:31:15:828;11:31:15:790;484.50244
11:31:15:835;11:31:15:790;484.50244
11:31:15:843;11:31:15:790;484.50244
11:31:15:851;11:31:15:790;484.50244
11:31:15:859;11:31:15:790;484.50244
11:31:15:867;11:31:15:790;484.50244
11:31:15:875;11:31:15:790;484.50244
11:31:15:882;11:31:15:790;484.50244
11:31:15:890;11:31:15:790;484.50244
11:31:15:898;11:31:15:790;484.50244
11:31:15:906;11:31:15:790;484.50244
