((time1+time2)*0.5);mean(AccX);var(AccX);kurtosis(AccX);EightythPercentile(AccX);mean(AccY);var(AccY);kurtosis(AccY);EightythPercentile(AccY);mean(AccZ);var(AccZ);kurtosis(AccZ);EightythPercentile(AccZ);mean(light);var(light);kurtosis(light);EightythPercentile(light);mean(speed);var(speed);kurtosis(speed);EightythPercentile(speed);mean(bearing);var(bearing);kurtosis(bearing);EightythPercentile(bearing);stress/non-stress
11:32:41:156;0.188492077809;0.493833346506;0.6539243979056479;0.6512229;-0.607682602923;0.380861382162;2.0656608591587196;-0.095768064;9.98645467054;0.266633729392;1.987882394135335;10.323798;310.020492054;272.664371231;-0.47288311295992314;323.89716;1.66094225946;0.0156964270917;-0.21910114816874193;1.7906253;85.9633096286;29.5475076934;-1.1360928228793599;93.910934;0
11:32:41:312;0.125729792759;0.614072546684;0.18131183774063508;0.6512229;-0.632103458263;0.405803859331;1.522047328172774;-0.095768064;9.99220077054;0.269266881902;1.880786637288307;10.323798;308.405149839;252.695015194;-0.3825081521815541;318.82227;1.67906620232;0.0126044269487;-1.0102410383332465;1.7906253;85.8976010571;29.9094706321;-1.166924317218536;93.910934;0
11:32:41:468;0.0727837336518;0.661853498349;-0.23991886837885845;0.6512229;-0.659876196477;0.433860658874;1.0313041494355168;-0.095768064;9.99199557411;0.271233655905;1.816014453382511;10.342952;306.863122286;291.753361582;0.4724124802517058;318.82227;1.69121032607;0.0121456773298;-0.9357490236748558;1.7906253;85.4988881714;28.0395871618;-1.035043554959716;88.0161;0
11:32:41:625;0.0280463637232;0.668617945147;-0.4541888377531462;0.6512229;-0.671915609512;0.441814128116;0.8990265826411505;-0.095768064;9.99179035268;0.271088260476;1.8218116198802248;10.342952;304.423731304;405.9706594;1.2493247074836926;316.31476;1.7030397225;0.0115708000282;-0.7194747966921491;1.7906253;85.0826487429;25.7146289354;-0.8408134390667112;88.0161;0
11:32:41:781;-0.0263704216339;0.689036515744;-0.71084236505498;0.6512229;-0.710633272066;0.464510905088;0.5853999440162103;-0.095768064;10.0072842536;0.265948987471;1.9557021653038822;10.342952;300.888117196;533.0626375;1.5742360647790328;313.827;1.71486911893;0.0107160534868;-0.459994964151631;1.7906253;84.6664093143;23.0431601853;-0.5905751480642962;88.0161;0
11:32:41:937;-0.0820869154554;0.710278280054;-0.919605440432707;0.63206923;-0.752771220602;0.494417141457;0.2666926498274411;-0.095768064;10.0115596259;0.263285542631;2.041683050237755;10.342952;296.9709545;776.562802343;1.958433554246529;313.827;1.72669851536;0.00958143770572;-0.17584042192885185;1.8384379;84.2501698857;20.0251809113;-0.29903403741894374;88.0161;0
11:32:42:093;-0.118889215563;0.707632745048;-0.9680915750047121;0.63206923;-0.777397295959;0.505118810865;0.1512891162130181;-0.095768064;10.0072500509;0.263532920579;2.0423214242226555;10.342952;292.442209179;995.100219377;1.4083034392721352;310.870968;1.74245471143;0.00944413082647;0.2277794634078396;1.8384379;83.9215833679;16.6295161441;-0.0815784727998281;88.0161;0
11:32:42:250;-0.16810716108;0.694034735174;-0.9763031432431903;0.63206923;-0.802639021959;0.516326589995;0.047435829147291386;-0.095768064;10.0153219063;0.263447218665;2.0273730298949486;10.342952;288.897421589;1210.8995591;0.5528169454163052;310.13196;1.75890387214;0.00901065458898;0.09371936642661938;1.8384379;83.6084650107;13.020981877;-0.2970553493238137;88.0161;0
11:32:42:406;-0.216128005313;0.689242455446;-0.9879986126139984;0.5746084;-0.831164221673;0.525635551967;-0.017347166406142644;-0.095768064;10.0184343545;0.262675101915;2.0496786870435244;10.342952;285.042714071;1487.40181793;0.03658348435558789;310.13196;1.77311548821;0.0089194423491;-0.3976513650321212;1.8384379;83.3900850571;10.6603264675;-1.0255905445488747;88.0161;0
11:32:42:562;-0.260625954634;0.668188384797;-0.9068792853532659;0.45968673;-0.840775231495;0.528311153595;-0.03332626875466538;-0.095768064;10.013098692;0.263961986799;2.0132669237420977;10.342952;280.591695143;1771.41513107;-0.3469186545844698;310.13196;1.7845923275;0.00956815099875;-0.539633575310206;1.8384379;83.2874964857;9.99533314341;-0.9391901240390377;85.14362;1
11:32:42:718;-0.287030578277;0.658942385407;-0.8445727453406846;0.45968673;-0.854114354477;0.525269600147;0.01548054467100135;-0.095768064;10.008515508;0.263244376133;2.050672486749348;10.342952;276.628008518;2053.3142351;-0.7053964081420561;310.13196;1.79606916679;0.00995342396842;-0.6817685019788668;1.8384379;83.1849079143;9.30929098931;-0.8566321297182271;85.14362;1
11:32:42:875;-0.318702445348;0.642934966597;-0.7257286275307075;0.45968673;-0.884554918459;0.506192996214;0.26283958087580395;-0.21068975;10.0256169366;0.258340410756;2.182133826328056;10.342952;272.807856732;2343.84827327;-0.9957306675616153;310.13196;1.80754600607;0.0100752612581;-0.8117561986136828;1.9677913;83.0823193429;8.60220000524;-0.7877411182073941;85.14362;0
11:32:43:031;-0.347159242277;0.626472158098;-0.582977700399657;0.45968673;-0.906136938307;0.499983963577;0.379344428671629;-0.21068975;10.042855183;0.245128712721;2.6281171517470714;10.342952;268.050185554;2593.41811726;-1.1990784865847262;310.13196;1.8224293225;0.0117478975187;0.6548263054593324;1.9677913;82.9761855429;7.8595844639;-0.745866754742782;85.14362;0
11:32:43:187;-0.376026473134;0.610364980879;-0.4392283859558077;0.45968673;-0.915098093575;0.475262479498;0.3768664261483945;-0.333272878;10.0135775348;0.224352732947;3.402819769625202;10.323798;262.174313518;2653.04569517;-1.4057864457798508;308.91;1.84242235464;0.0155032451835;1.3040285528605118;1.9677913;82.8647339;7.07155062647;-0.7639576496885425;85.14362;0
11:32:43:343;-0.41029775983;0.5747023818;-0.14080271098992503;0.36391866;-0.947522424004;0.419081914897;0.4664851822534004;-0.45968673;10.0046505795;0.222010600805;3.5566059895758215;10.28549;256.992678696;2793.71834767;-1.535933352285981;307.6928;1.86241538679;0.0184591501799;0.8734817137106545;1.9677913;82.7532822571;6.25867385164;-0.9230326466157215;85.14362;0
11:32:43:500;-0.436155138009;0.548790340882;0.12514011581185835;0.11492168;-0.944991411289;0.41901229613;0.46105375774682145;-0.45968673;9.99849407946;0.220880966097;3.6403303424633657;10.28549;251.710940232;2903.62237181;-1.6290842909625818;305.27277;1.87969816536;0.0216816633338;0.24813103048462537;1.9677913;82.9800264714;5.73914872639;-0.5388556954023347;85.14362;0
11:32:43:656;-0.432256009914;0.552325751693;0.07447299604016733;0.2873042;-0.952379233682;0.407329666216;0.6155273446920919;-0.47884035;10.0139195839;0.192076690455;4.253516136321775;10.28549;247.643372054;3026.78477742;-1.7077931232827146;302.87183;1.89698094393;0.0243067876175;-0.25805032630206526;1.9677913;83.2067706857;5.11679772371;-0.013284437640382674;85.14362;0
11:32:43:812;-0.434410792793;0.545829927835;0.09866255272584379;0.2873042;-0.978305017468;0.367505342295;1.0451654227796352;-0.51714754;10.0226755179;0.174277650634;4.517712630890001;10.28549;243.308211196;3079.11486491;-1.7320859612869322;302.87183;1.9142637225;0.0263345230309;-0.6535371594921857;1.9677913;83.4335149;4.39162084361;0.7125718210744156;85.14362;0
11:32:43:968;-0.467963818961;0.479930990747;0.2993082077497138;0.11492168;-0.938903296414;0.34702342171;0.7446091136893855;-0.47884035;9.99151668929;0.141016819887;5.328687197423903;10.2356904;239.714677411;3024.35611024;-1.7015839256751806;302.87183;1.93260131;0.0286547993031;-0.6716570913845401;2.2062447;83.6752066536;3.66288100592;1.741777120739262;85.14362;1
11:32:44:125;-0.485509896396;0.424671047039;-0.14272284878807717;0.11492168;-0.923990840557;0.272969709603;0.4088408909444121;-0.47884035;9.97055032768;0.0956879278505;1.6805364089008386;10.266336;236.780708357;2824.30267496;-1.6352977913343179;300.4898;1.96043217786;0.0378636052196;0.19984638055001236;2.2062447;84.0514262607;3.62554048971;2.493234907380047;85.14362;1
11:32:44:281;-0.492726704004;0.408378854357;-0.09784102745692946;0.11492168;-0.972387916986;0.198174216681;-0.34299047341364153;-0.51714754;10.0010593098;0.0707696935412;0.6622600180000484;10.266336;238.181570286;3353.24910945;2.8358123889923137;300.4898;1.98826304571;0.0455232967248;0.012949033786756825;2.2062447;84.4276458679;3.30511758792;2.05554196308774;85.14362;1
11:32:44:437;-0.482021202139;0.416376360286;-0.21654762909759073;0.21068975;-0.986787329736;0.173509346821;-0.6898609614132547;-0.5746084;9.98936193482;0.0614407656295;0.45594721371441604;10.228029;246.937961768;6683.55170811;5.57261206814807;300.4898;2.014508415;0.0524546073579;-0.355836569935986;2.2062447;84.6727039714;3.58476250456;0.8564319172360997;85.14362;1
11:32:44:593;-0.500764381961;0.377592430278;-0.40126651245639566;0.21068975;-0.966607629379;0.176589386842;-0.7805536926680685;-0.5746084;9.97821179554;0.0503169154534;-0.5787756733473368;10.228029;256.446253982;9959.74629478;3.405251131818555;302.87183;2.03990005429;0.058492943093;-0.700602566641876;2.2062447;84.84713665;4.24020626834;0.1865910803745554;85.14362;1
11:32:44:750;-0.505108148371;0.36687842522;-0.6198657460785086;0.076614454;-0.969412266789;0.167606244476;-0.7826625223570396;-0.5746084;9.96976369911;0.0503934847301;-0.5671745960418519;10.228029;265.968171196;13027.7312959;1.8304232642835396;307.6928;2.06529169357;0.063241808137;-0.9790684982104012;2.2062447;85.0215693286;4.83479651342;-0.3144413276958322;85.14362;1
11:32:44:906;-0.466356283818;0.421195034817;-0.648801661951464;0.21068975;-0.981930522036;0.150571085575;-1.081704899216565;-0.5746084;9.98450511875;0.0443589215317;-0.6589589356797831;10.228029;275.354412911;16003.3184882;0.8066655281859849;310.13196;2.09068333286;0.0667012024896;-1.1946115389116518;2.5015912;85.1960020071;5.36853323979;-0.6872251079488039;89.080765;1
11:32:45:062;-0.397540085461;0.481840013557;-0.6242352533272189;0.22984336;-0.965102704679;0.148690631747;-1.0155365548887676;-0.5746084;9.97636479732;0.0405965276294;-0.7961765134789514;10.1169386;284.876603518;19086.1659998;0.08747892832160442;316.31476;2.121254695;0.0740900757376;-1.1008892343357433;2.5015912;85.17931015;6.09128498907;-0.7364351716407254;89.080765;1
11:32:45:218;-0.362242712514;0.461143313903;-0.5821278868073692;0.22984336;-0.9512163345;0.151680743728;-1.0329697244488938;-0.5746084;9.98819896696;0.051619767715;1.3613565706660946;10.132261;294.503980054;21977.3556188;-0.46355815014335855;539.0018;2.15527920571;0.0828480868447;-1.0698423473201883;2.5015912;85.0352019357;6.93521757847;-0.7553873124987631;89.080765;0
11:32:45:375;-0.359643296086;0.45659056457;-0.5699999029296037;0.22984336;-0.949950828268;0.151090870752;-1.040038748895886;-0.59376204;9.99849401875;0.049680071964;1.4670180108085944;10.132261;305.459190161;25116.1523644;-0.8736891133168632;556.2972;2.18896219786;0.0895466299338;-1.147610112177183;2.5015912;84.9049538643;7.69127903268;-0.8294024976213805;89.080765;0
11:32:45:531;-0.369356911979;0.482159951978;-0.4234011324383524;0.22984336;-0.937740398714;0.152211933287;-1.0213112053954363;-0.59376204;10.0050267723;0.0471328242498;1.7283401818532473;10.132261;316.376738911;28238.8175021;-1.1839452083139383;558.4979;2.22127911571;0.0950892459064;-1.2433006500250445;2.5015912;84.8301463643;8.23866422915;-0.8647443014928227;89.080765;0
11:32:45:687;-0.367920392336;0.479458746198;-0.4017347584666844;0.22984336;-0.908770560857;0.143756011638;-0.7586191484429645;-0.59376204;9.99120880536;0.0434256343645;2.6369734145221635;10.0977848;327.313827196;30944.84743;-1.4391245717618781;558.4979;2.25359603357;0.0985430955195;-1.3247471879058093;2.5015912;84.7553388643;8.77485710152;-0.9193925846709718;89.080765;0
11:32:45:843;-0.370451407514;0.478469076719;-0.4422161641211617;0.22984336;-0.887154340857;0.129287954727;-0.4410838149512126;-0.59376204;9.99462907321;0.0406918555195;3.0715514479808164;10.113108;338.0342135;32985.1078961;-1.6399223441622819;574.14795;2.28591295143;0.099908178773;-1.3835097872161635;2.54993528;84.6805313643;9.29985764976;-0.9843902979852754;89.080765;0
11:32:46:000;-0.379686184729;0.485693381743;-0.5035568788181828;0.22984336;-0.879629707071;0.125083092394;-0.3256139534649076;-0.59376204;9.99674965179;0.0402687639349;3.1350376851240105;10.113108;349.507307732;34473.1966203;-1.7865175107355404;574.14795;2.32081945304;0.101915834727;-1.3537620900261567;2.7433116;84.5915276768;9.95576554478;-1.037199468204572;89.080765;0
11:32:46:156;-0.371545898836;0.478038238527;-0.4436703663415469;0.22984336;-0.853977545554;0.109061120332;-0.019953431585305825;-0.59376204;9.99380820804;0.0399804472115;3.2970981470707272;10.113108;361.235992732;35511.5269839;-1.8824808464257863;574.14795;2.36053518161;0.106187720662;-1.2809455883340728;2.7433116;84.4761596411;10.8539671153;-1.0875616098925585;89.080765;0
11:32:46:312;-0.370246188657;0.477907009709;-0.4349973651065038;0.22984336;-0.823844807982;0.0832478896304;-0.2022188935834568;-0.59376204;9.99370558929;0.0399395767932;3.3161825405025596;10.113108;372.81343925;35694.602378;-1.9266125168865276;574.14795;2.40025091018;0.107304928404;-1.2874768168778252;2.7433116;84.3607916054;11.7255491185;-1.161209924002638;89.080765;0
11:32:46:468;-0.372093144586;0.477137332106;-0.4306477749183002;0.22984336;-0.810232060482;0.0740010855502;-0.07135317307049549;-0.59376204;9.99117457857;0.0408734997848;3.1343419518436617;10.113108;385.850538821;35979.3980918;-1.9331752496883123;578.69934;2.43603983911;0.109468258988;-1.2796267361906057;2.7433116;84.1577706589;12.6584575964;-1.2743279623843093;89.080765;0
11:32:46:625;-0.357967355193;0.474030110553;-0.40193149072149925;0.22984336;-0.792583372357;0.0626048036417;0.0008453912139985142;-0.59376204;9.97906679107;0.0413668261155;3.2886273533706563;10.113108;398.827186125;35963.3390308;-1.9006383404627405;578.69934;2.47113580339;0.109857612124;-1.253316301608667;2.7433116;83.9392815518;13.5165751401;-1.3647605759006236;89.080765;0
11:32:46:781;-0.329442152836;0.469759892242;-0.3522585707463368;0.22984336;-0.784716712;0.0545800513311;-0.616781126893188;-0.59376204;9.98310274464;0.0414904572136;3.124699766095852;10.113108;410.467325357;34938.608461;-1.8177082112106095;578.69934;2.50623176768;0.107783511842;-1.21161673045161;2.7433116;83.7207924446;14.279217704;-1.4246419054504857;89.080765;0
11:32:46:937;-0.297599269443;0.477702176558;-0.39483419563920563;0.22984336;-0.766623385821;0.0482472225907;-0.3496462305599679;-0.59376204;9.98645462679;0.0403120441799;3.3539355164088303;10.113108;418.087077786;33713.1580277;-1.73389296206486;578.69934;2.54132773196;0.103245958141;-1.1602084843033391;2.9504783;83.5023033375;14.946385288;-1.4547943739332752;89.080765;0
11:32:47:093;-0.267090299943;0.491539431108;-0.46759725849168277;0.32561144;-0.752737015982;0.0432749141334;-0.25415541747155945;-0.59376204;9.98802796786;0.0397752260965;3.458167990507161;10.113108;418.929562089;33347.9988627;-1.729331421921007;578.69934;2.58446065607;0.104604343607;-0.941594649509748;2.9504783;83.4594419982;15.1431764961;-1.468351015736077;89.080765;0
11:32:47:250;-0.236512925121;0.503027296842;-0.5014665414883064;0.38307226;-0.744323108161;0.041984046149;0.00046059688154453937;-0.59376204;9.98665986429;0.0383593516825;3.92329741980493;10.113108;419.808363696;32957.335011;-1.7266011647689936;578.69934;2.63027256679;0.104768482055;-0.8836811802289608;2.9504783;83.4751232482;15.202635872;-1.4821286290061118;89.080765;0
11:32:47:406;-0.215580762032;0.506185829167;-0.4792642872440749;0.38307226;-0.743433833696;0.042173733035;0.016747969119435435;-0.59376204;9.98087959107;0.0403119572287;3.532884856626639;10.0977848;421.516271429;32206.0166076;-1.7212128780517348;578.69934;2.67267800036;0.104736837072;-0.9459817637683212;2.9504783;83.4943497268;15.2724302882;-1.4982275038520663;89.080765;0
11:32:47:562;-0.187294979639;0.509707733106;-0.42526133892622386;0.38307226;-0.7498639755;0.0413854499991;0.013880115750473987;-0.59376204;9.98419727143;0.0395228702284;3.67718820308483;10.0977848;427.611616054;30437.7158364;-1.6358934018392837;578.69934;2.70997371821;0.107501112936;-0.9294163473064274;2.9504783;83.5188940482;15.3574740358;-1.5176434809457344;89.080765;0
11:32:47:718;-0.153673546032;0.528843563889;-0.4533637451780743;0.38307226;-0.763305708268;0.0455318283223;-0.33249852759655774;-0.59376204;9.98440249196;0.0392259096802;3.765320823054533;10.0977848;438.85217425;28149.6152783;-1.4569014538393095;578.69934;2.74726943607;0.10748344766;-0.9171211384337314;2.9504783;83.5434383696;15.4413129359;-1.5362118651458923;89.080765;0
11:32:47:875;-0.119949506389;0.552250410789;-0.4766353976568465;0.40222588;-0.762005997911;0.043452615228;-0.32871344764759103;-0.59376204;9.96966106339;0.04447001838;3.00209975574856;10.0977848;451.811339679;25709.9874081;-1.2223038056578166;578.69934;2.78456515393;0.104683841242;-0.9072500680093905;3.2505248;83.5679826911;15.5239469886;-1.5539539772981499;89.080765;0
11:32:48:031;-0.114477044489;0.560542966075;-0.5064670801978921;0.4405331;-0.761116722018;0.0410113892439;-0.32109715649657344;-0.59376204;9.96925065268;0.047779622807;2.4564064850820095;10.113108;464.428324571;23069.8298171;-0.9059881974649775;578.69934;2.8270575325;0.105042826216;-0.7722138778795085;3.2505248;83.5503417446;15.53534248;-1.5522799438415589;89.080765;0
11:32:48:187;-0.129218485936;0.551288437865;-0.4832254703107406;0.40222588;-0.776542220714;0.0413209661259;-0.46094384419988677;-0.61291564;9.99011442589;0.0508079525521;1.7384270003679498;10.132261;476.363447196;20168.5370399;-0.5159424046800738;578.69934;2.87474657179;0.107235491736;-0.7359217447709709;3.2505248;83.4905155304;15.4710342816;-1.5286199763116843;89.080765;0
11:32:48:343;-0.118820809982;0.55781646583;-0.4989284558344078;0.5554548;-0.807666842429;0.0425389761951;-0.06932380265180615;-0.6512229;9.99750224196;0.0518317190072;1.4710812873973529;10.151415;481.006744196;18176.9889485;-0.3841549567944331;578.69934;2.92138080214;0.106077910707;-0.9427622906574418;3.2505248;83.4157417768;15.2929949466;-1.4910929852727288;89.080765;0
11:32:48:500;-0.105584294868;0.569542336178;-0.5387420348514405;0.5554548;-0.829077842214;0.0494582736029;0.18518839494717731;-0.6512229;9.98768599286;0.0506573693411;1.7588262457623918;10.132261;485.756395804;16462.2447572;-0.125552813214461;578.69934;2.95852175214;0.112140295966;-1.0159180727732895;3.2505248;83.2064401696;14.1043914107;-1.3514706622990675;85.582695;0
11:32:48:656;-0.105310671761;0.570266942655;-0.5423172590051326;0.5554548;-0.837628564;0.0514442590337;-0.06991019316868918;-0.6512229;9.97786976429;0.051108885396;1.8449092156683156;10.132261;489.411787607;15607.8800373;0.24217419658525507;578.69934;2.99566270214;0.115443780892;-1.0879873741745472;3.2505248;82.9971385625;12.8281735493;-1.1874265723379058;85.582695;0
11:32:48:812;-0.103703136446;0.571165678114;-0.5437961846307697;0.5554548;-0.8587659465;0.0540549106377;-0.3056300441309534;-0.6512229;9.96993469464;0.0532286247206;1.7084423544377865;10.132261;487.948430179;15479.0672024;0.2324749421075487;578.69934;3.03280365214;0.115988365483;-1.1486530899993597;3.2505248;82.7878369554;11.4643413624;-1.007462569309638;85.582695;0
11:32:48:968;-0.100282848339;0.572269536381;-0.5410641011255759;0.5554548;-0.888009409;0.0631809201226;-0.3798315963516625;-0.6512229;9.9656593375;0.0520614518792;1.9492056364681423;10.113108;486.559205857;15344.0553174;0.22853589214874725;578.69934;3.07120695018;0.115260543257;-1.169886073787619;3.5415378;82.5800680268;10.0152982993;-0.8415612405640518;85.582695;0
11:32:49:125;-0.108286323196;0.560225955003;-0.5052585485334689;0.49799395;-0.906889399893;0.0624836800193;-0.5323257021757741;-0.6512229;9.95577470893;0.0551956727342;1.699923167061888;10.113108;485.080074679;15200.7925943;0.22481491985807533;578.69934;3.11676355375;0.119396936901;-1.1095131112018988;3.5415378;82.3809842768;8.49705920413;-0.7886597467996008;85.582695;0
11:32:49:281;-0.13246775975;0.532551712928;-0.4273224613032385;0.40222588;-0.930215762929;0.06151179671;-0.6312006794017058;-0.6703765;9.94842109821;0.0558274010024;1.7089160453127397;10.113108;484.24843075;15080.7531855;0.2358057453837228;578.69934;3.16232015732;0.119382522287;-1.192874479894864;3.5415378;82.1819005268;6.8995514299;-1.1131819230469553;85.582695;0
11:32:49:437;-0.151005720786;0.501723867715;-0.3863545045136618;0.386902984;-0.963255744143;0.0719542299968;-0.4202252414032239;-0.6895301;9.95960543929;0.0566012598318;1.4676092945091614;10.113108;483.105028571;14907.5523922;0.25428587193417673;573.248316;3.20269703804;0.121255152133;-1.2871014489988917;3.5415378;82.1739413125;6.19476305876;-1.5088820776224836;85.582695;0
11:32:49:593;-0.110714725696;0.498126357869;-0.1728209249597703;0.49799395;-0.99701398825;0.0835069693406;-0.059973575632010334;-0.7469909;9.94178575714;0.0456343668035;-0.5018862129180213;10.113108;481.863597714;14721.4362064;0.27441214626873256;571.88556;3.23962077018;0.124141476279;-1.3139209199184012;3.5415378;82.2933984554;6.09928099221;-1.470059328567661;85.582695;0
11:32:49:750;-0.0473709880536;0.473959142968;0.31613767358797684;0.5554548;-1.00895079427;0.0795672145794;-0.019444071372643812;-0.7469909;9.92061418482;0.054075641468;-0.3170229303970462;10.113108;480.462573929;14449.8381991;0.3117165616378239;569.6323;3.27654450232;0.124301076434;-1.3252820560922682;3.5415378;82.4128555982;5.97525890769;-1.3962115627687424;85.582695;0
11:32:49:906;0.0430956321964;0.393350234787;0.48695379241170444;0.5554548;-1.03046440705;0.0766133966791;-0.08092588865713957;-0.78529817;9.92095621696;0.054002806735;-0.3071312626903233;10.113108;479.233177929;14180.6857632;0.3507394117949545;569.6323;3.31346823446;0.121733952598;-1.3220223913499103;3.7771761;82.5323127411;5.82269680522;-1.2835348484756965;85.582695;0
11:32:50:062;0.141121089339;0.321707031176;0.02740089250002553;0.6512229;-1.05560352277;0.0788671752399;-0.19390361702950232;-0.80445176;9.92116143214;0.0571239490156;-0.4977796816429376;10.151415;478.279976857;13981.8661331;0.3800331246421793;569.6323;3.35523537821;0.121426617664;-1.2590221879050183;3.7771761;82.5900387232;5.67453434616;-1.1899084263247324;85.582695;0
11:32:50:218;0.232476983982;0.314325386235;0.3123044334324083;0.6512229;-1.06052873795;0.0780774884229;-0.2011647858500445;-0.80445176;9.90187102143;0.0594481432996;-0.574420190808318;10.113108;476.774728536;13756.3978202;0.40525617233433264;554.10547;3.3986169925;0.119147175394;-1.2528103454719892;3.7771761;82.6271876518;5.53136919692;-1.1056880410310626;85.582695;0
11:32:50:375;0.315589984696;0.311459472421;0.5051761667537966;0.6703765;-1.07161047316;0.0750987177638;-0.12418948267187169;-0.82360536;9.887711025;0.0626976696479;-0.6857183154649924;10.113108;474.830384125;13497.5552441;0.4292823351812429;551.922;3.43940902304;0.116179239781;-1.2853943802544239;3.7771761;82.6785327679;5.29806182332;-0.9976893123479287;85.582695;0
11:32:50:531;0.384987633268;0.298035444916;0.6585853585043213;0.7661445;-1.08019539557;0.0724091654153;-0.02527760237996013;-0.82360536;9.88487218036;0.0623185150165;-0.6500283336442405;10.113108;473.249953732;13282.9529666;0.4518153991291953;543.27454;3.47539182661;0.115951621575;-1.2170889104602112;3.7771761;82.7562422321;4.89342398022;-0.8527481539198734;85.582695;0
11:32:50:687;0.473607297196;0.261213611572;-0.14528053629647353;0.82360536;-1.09011423189;0.0703743271221;0.03984950258891917;-0.842759;9.88316205357;0.0622005513934;-0.6348891708023867;10.113108;472.967941054;13248.9672219;0.4546212936128522;543.27454;3.51137463018;0.113134479062;-1.1290087099262103;3.7771761;82.8339516964;4.47670861543;-0.7088898812580329;85.582695;0
11:32:50:843;0.548032764518;0.247571433522;-0.5890933863667871;0.9959879;-1.10208524046;0.0716788119001;-0.09155329629793174;-0.842759;9.90508610536;0.0754665963369;0.4127970037410287;10.113108;471.892242125;13048.7800386;0.48682538985309964;543.27454;3.54735743375;0.107727812244;-1.0231415952978653;3.9579968;82.9116611607;4.04791572897;-0.5826758132849386;85.582695;0
11:32:51:000;0.603646650321;0.236947497526;-0.9056941328705386;1.1875241;-1.10769451302;0.0729635357952;-0.1835937232549294;-0.842759;9.92075101607;0.084234465639;0.606167971750625;10.151415;470.293371839;12789.5061999;0.5258639129466363;541.1341;3.58385504161;0.100154208988;-0.9189411025301095;3.9579968;82.9826234821;3.63749527173;-0.5315269275247219;85.582695;0
11:32:51:156;0.661381112964;0.255081973389;-1.0536186354088197;1.2641385;-1.10851538159;0.0775905874876;-0.35508501103586854;-0.842759;9.90310232321;0.0917474793236;0.5422813019779342;10.113108;470.787839589;12838.3360241;0.5256446299395572;541.1341;3.62241186661;0.0914511929777;-0.8882796830524615;3.9579968;83.0265972321;3.34172318057;-0.6634763478275958;85.582695;0
11:32:51:312;0.706665726214;0.273911959087;-1.2375084420926716;1.3982137;-1.13515942705;0.0753711477526;-0.4399406790589242;-0.8810662;9.90590696786;0.0928442209468;0.4532907276794962;10.113108;475.654969589;12222.0099582;0.8565437281288073;543.27454;3.66096869161;0.0797749194592;-1.118018944653893;3.9579968;83.0705709821;3.04208370804;-0.9400813148900151;85.582695;0
11:32:51:468;0.737037884643;0.279828245908;-1.3289199143168064;1.40587516;-1.16395825198;0.0747657792334;-0.5665079140555322;-0.93852705;9.92136666071;0.102803517099;0.12643238220017716;10.1935528;487.591748107;9735.12700568;1.9844136036494575;543.27454;3.69148855679;0.0746894588129;-1.165094053428238;3.9579968;82.9389169643;2.99233117618;-1.0274338432913879;83.50642;0
