((time1+time2)*0.5);mean(AccX);var(AccX);kurtosis(AccX);EightythPercentile(AccX);mean(AccY);var(AccY);kurtosis(AccY);EightythPercentile(AccY);mean(AccZ);var(AccZ);kurtosis(AccZ);EightythPercentile(AccZ);mean(light);var(light);kurtosis(light);EightythPercentile(light);mean(speed);var(speed);kurtosis(speed);EightythPercentile(speed);mean(bearing);var(bearing);kurtosis(bearing);EightythPercentile(bearing)
17.0:21.5:31.0:480.0;-0.224028875593;0.121612030286;-0.7220052273902353;0.072783732;-0.311554047529;0.059547655815;0.47999982102567307;-0.15322891;9.97496265714;0.321955605731;-0.27676174399758846;10.457873;313.331646429;56.4654239107;-0.5875382040012158;321.34973;20.3900673696;0.142523632434;-1.2330489870743082;20.840952;247.743600929;0.145219313039;-1.7054149582564908;248.23277
17.0:21.5:31.0:636.5;-0.20412279878;0.121966954213;-0.7238640115115054;0.1340753;-0.308304773511;0.0587087479359;0.5804915462673468;-0.15322891;9.97769892143;0.324099516862;-0.29893172659988965;10.457873;313.418216143;54.0564953934;-0.6333512304502862;321.34973;20.4258496196;0.136426838369;-1.12499255458444;20.840952;247.7735795;0.144244397049;-1.7153517235674658;248.23277
17.0:21.5:31.0:792.5;-0.19119410962;0.136550756672;-0.3673265406377064;0.19153613;-0.301566805564;0.0609201927966;0.48661427159702786;-0.15322891;9.99702356071;0.328851458922;-0.2939752156666864;10.496181;313.317142125;54.3735985433;-0.6297539447052642;321.34973;20.4616318696;0.127769305474;-0.9728300541326211;20.840952;247.803558071;0.141472051568;-1.6799400022538804;248.23277
17.0:21.5:31.5:448.5;-0.204054393191;0.161015775117;-0.19837858608038905;0.22984336;-0.303755790243;0.0669428512195;0.138271729848074;-0.15322891;9.98409486786;0.340447526965;-0.3994471825348027;10.496181;313.224160571;54.2271806241;-0.6200688584111846;321.34973;20.4974141196;0.116551033748;-0.7857187938370607;20.840952;247.833536643;0.136902276598;-1.5975602692542041;248.23277
17.0:21.5:31.5:605.0;-0.189176139352;0.163325495517;-0.1844222008219778;0.22984336;-0.316752885064;0.0647019580623;0.18600163189731944;-0.15322891;9.9652832875;0.339419380364;-0.42968781797064803;10.43872;313.756286321;55.4732879763;-0.543427047984891;321.34973;20.5322124857;0.102307797097;-0.5925276398749522;20.840952;247.857772357;0.130767241905;-1.4946293873738958;248.23277
17.0:22.0:2.0:261.5;-0.184216721495;0.163555912388;-0.17160001870941155;0.22984336;-0.317607956671;0.0633832299881;0.22641755757039528;-0.15322891;9.95878472054;0.334678197496;-0.39982896303853055;10.43872;313.627094536;64.3116913575;-0.3305204876729455;321.34973;20.5640592;0.0844438385809;-0.5137378750553765;20.840952;247.8647795;0.124593305392;-1.468707666730471;248.23277
17.0:22.0:2.0:417.5;-0.175837014602;0.156887272713;0.0558957971287799;0.22984336;-0.3128195531;0.0638863535924;0.20080681171632975;-0.15322891;9.97927225804;0.308976111814;-0.21383301934608223;10.43872;313.030434268;82.3749687962;0.6165232262055458;321.34973;20.5959059143;0.0645514536437;-1.1930158506178374;20.840952;247.871786643;0.118321168776;-1.454465895717265;248.23277
17.0:22.0:2.0:573.5;-0.187500197288;0.155313932064;0.04223911420325788;0.21068975;-0.310322742493;0.0638863384347;0.21464045760553763;-0.15322891;9.96856675625;0.308356296996;-0.24047216461290688;10.43872;312.844252929;81.8116804836;0.5988401416352422;321.34973;20.6153286339;0.0574175845782;-1.3276698893332324;20.840952;247.877308107;0.113528476946;-1.4381639574345153;248.23277
17.0:22.0:2.0:730.0;-0.180146578073;0.154071746558;0.12334157700860615;0.21068975;-0.306697237225;0.0649611847586;0.14072830456146823;-0.15322891;9.980024725;0.316626851869;-0.315063898964123;10.496181;312.198236143;78.6289772527;0.6106967892580388;320.08347;20.6325588839;0.0521918131329;-1.0934055459025322;20.840952;247.882567393;0.10895565687;-1.4273429371976718;248.23277
17.0:22.0:2.5:386.5;-0.18397730093;0.157398913289;-0.004188063540814468;0.21068975;-0.311417234904;0.0657070541473;0.05037590388217961;-0.15322891;10.001469917;0.30050988106;-0.04235921620716221;10.4502122;311.705821321;78.6309366178;0.45004028192035506;320.08347;20.6497891339;0.0463722786575;-0.7966876393450977;20.840952;247.887826679;0.104327516621;-1.4273585524542256;248.23277
