median(time1,time1+559);mean(AccX);var(AccX);kurtosis(AccX);EightythPercentile(AccX);mean(AccY);var(AccY);kurtosis(AccY);EightythPercentile(AccY);mean(AccZ);var(AccZ);kurtosis(AccZ);EightythPercentile(AccZ);mean(light);var(light);kurtosis(light);EightythPercentile(light);mean(speed);var(speed);kurtosis(speed);EightythPercentile(speed);mean(bearing);var(bearing);kurtosis(bearing);EightythPercentile(bearing);stressOrNonStress
09:01:29:195;-0.200257869421;0.242037068468;0.12521605406342973;0.19153613;-0.356804461518;0.0958874495878;0.056093521623721276;-0.1340753;10.0117648;0.152616465014;-0.3134115361658383;10.323798;1088.89536261;3635.48269325;-0.8352462011049018;1150.2516;23.1003934554;0.159211887065;-0.9698795880732174;23.526926;242.012122143;1.89014167941;-1.2304384284662901;243.62578;0
09:01:29:351;-0.186816137171;0.250733708661;-0.10434026725005241;0.2873042;-0.376984162393;0.112069082361;-0.11088267357707648;-0.1340753;10.0271218821;0.153705511287;-0.33876874652753397;10.323798;1084.97404118;3493.6118632;-0.774116070291825;1145.7197;23.1417001696;0.152819027612;-0.7681250364804826;23.526926;242.154566071;2.00633344631;-1.3648114531557463;243.62578;0
09:01:29:507;-0.17214310085;0.249412301587;-0.13732898031547425;0.2873042;-0.398600384089;0.122897057649;-0.35794856368341543;-0.1340753;10.0259589839;0.161030059684;-0.33847377616044527;10.323798;1081.40994939;3305.63772428;-0.6463190806777681;1141.205;23.1830068839;0.143013678869;-0.5095200381074023;23.526926;242.29701;2.08194466764;-1.4709148404247165;243.62578;0
09:01:29:664;-0.151176734957;0.24746837087;-0.17587355354034218;0.2873042;-0.406774872321;0.125977036187;-0.43475403007267444;-0.1340753;10.0097468321;0.177421783934;-0.32175124517156783;10.323798;1080.45024689;3184.54979392;-0.5644681018320359;1132.2295;23.2243135982;0.129795840835;-0.19216686619382894;23.526926;242.439453929;2.11697534339;-1.5465135626722963;243.62578;0
09:01:29:820;-0.162361077975;0.254670720566;-0.26592416016484366;0.2873042;-0.392683286068;0.123523383379;-0.3514192805445897;-0.1340753;9.9979468625;0.178694604509;-0.35176164650109243;10.323798;1078.62326921;3130.30439141;-0.5113482143569139;1127.7687;23.2644715268;0.112591828122;0.16942935677330384;23.621958;242.589683554;2.15232037807;-1.5178981994705838;244.48541;0
09:01:29:976;-0.16041151478;0.245145146726;-0.2340926833515451;0.2873042;-0.377120974982;0.127853611472;-0.46492986324544283;-0.11492168;10.0223335179;0.172968325831;-0.26314660840927084;10.381259;1077.49114386;3112.88900878;-0.4894835295023934;1127.7687;23.2981196696;0.0893845964394;0.5054330658636403;23.621958;242.784032125;2.35871940079;-1.2603392514625795;244.48541;0
09:01:30:132;-0.1767262898;0.251056159676;-0.27342368582920296;0.2873042;-0.352836928489;0.119729349775;-0.2790470319432674;-0.095768064;10.0057451134;0.160543432709;-0.09444884441405854;10.323798;1077.81606779;3109.074951;-0.48552934637815026;1127.7687;23.3317678125;0.0639129697215;-0.1901765442634975;23.621958;242.978380696;2.48957568908;-1.2019166466096467;244.48541;0
09:01:30:289;-0.173511219129;0.248331468948;-0.24223355888027598;0.2873042;-0.367578370211;0.10687743376;-0.21488724417188365;-0.11492168;9.98293181161;0.152454813192;-0.018628663835162484;10.323798;1078.62843261;3106.98932077;-0.4856557097213954;1127.7687;23.3525847196;0.0514264825073;-1.7482601834080262;23.621958;243.161339554;2.59965769573;-1.2081577407670023;244.48541;0
09:01:30:445;-0.159146009129;0.243466959078;-0.22805815061457801;0.2873042;-0.367920398889;0.107549575403;-0.2269204807085221;-0.095768064;9.98908832946;0.136842811418;-0.014001175544932742;10.323798;1077.47344368;3155.50018565;-0.5502114283251176;1127.7687;23.3648474696;0.0484128725854;-1.6608931030562037;23.621958;243.336705268;2.68193844336;-1.2166519796072963;244.48541;0
09:01:30:601;-0.171288032236;0.247352157741;-0.24881119332911128;0.2873042;-0.366210254246;0.105608113458;-0.1382297737047442;-0.095768064;10.015253508;0.134403641637;-0.018939301779843376;10.323798;1075.45589761;3297.40330876;-0.6560421892092192;1127.7687;23.3771102196;0.0450985125883;-1.5454063051456366;23.621958;243.512070982;2.7027129235;-1.2162021637604332;244.48541;0
