Serial_no.;time1;time2;median(time1,time2);mean(HR1);mean(HR2);mean(HR3);mean(HR4);RMSSD1;RMSSD2;RMSSD3;RMSSD4;stress/non-stress
1;09:01:27:015;09:01:31:382;09:01:29:195;67.52942857142847;72.00795714285714;76.22218571428577;76.32995714285711;3.3069037201373495;5.598522265913537;0.8322635497225871;0.8234834006070281;0
2;09:01:27:171;09:01:31:539;09:01:29:351;67.99131428571418;73.11278571428568;76.08747142857145;76.24840000000007;4.56171946471916;4.633549320055871;0.8322635497225871;1.7065582820945604;0
3;09:01:27:328;09:01:31:695;09:01:29:507;68.84367142857135;73.82714285714282;75.95275714285717;76.14297142857164;4.561722163466258;4.633546663143538;0.8322635497225871;1.7065582820945604;0
4;09:01:27:484;09:01:31:851;09:01:29:664;69.4869571428571;74.54142857142851;75.93914285714285;75.91644285714301;3.142243924713839;4.633546663143538;1.170806357717687;1.494729493624255;0
5;09:01:27:640;09:01:32:007;09:01:29:820;69.92081428571426;75.25571428571425;75.93914285714277;75.67630000000008;3.142243924713839;4.633546663143538;1.170806357717687;1.494729493624255;0
6;09:01:27:796;09:01:32:164;09:01:29:976;70.35467142857145;75.84861428571435;76.0605285714285;75.4361571428572;3.142243924713839;4.707697664010026;0.8234834006070281;1.494729493624255;0
7;09:01:27:953;09:01:32:320;09:01:30:132;70.85988571428572;76.35682857142866;76.19524285714283;74.89987142857142;5.598520587220912;0.8322748419783631;0.8234834006070281;4.252354260282055;0
8;09:01:28:109;09:01:32:476;09:01:30:289;72.00795714285714;76.22218571428577;76.32995714285711;74.06772857142852;5.598522265913537;0.8322635497225871;0.8234834006070281;4.252354260282055;0
9;09:01:28:265;09:01:32:632;09:01:30:445;73.11278571428568;76.08747142857145;76.24840000000007;73.45185714285711;4.633549320055871;0.8322635497225871;1.7065582820945604;3.980992400875531;0
10;09:01:28:421;09:01:32:789;09:01:30:601;73.82714285714282;75.95275714285717;76.14297142857164;72.85985714285707;4.633546663143538;0.8322635497225871;1.7065582820945604;3.980992400875531;0
11;09:01:28:578;09:01:32:945;09:01:30:757;74.54142857142851;75.93914285714285;75.91644285714301;72.26785714285701;4.633546663143538;1.170806357717687;1.494729493624255;3.980992400875531;0
12;09:01:28:734;09:01:33:101;09:01:30:914;75.25571428571425;75.93914285714277;75.67630000000008;71.67585714285704;4.633546663143538;1.170806357717687;1.494729493624255;3.980992400875531;0
13;09:01:28:890;09:01:33:257;09:01:31:070;75.84861428571435;76.0605285714285;75.4361571428572;70.80941428571417;4.707697664010026;0.8234834006070281;1.494729493624255;4.927394605312841;0
14;09:01:29:046;09:01:33:414;09:01:31:226;76.35682857142866;76.19524285714283;74.89987142857142;70.12169999999986;0.8322748419783631;0.8234834006070281;4.252354260282055;2.9036041570154447;0
15;09:01:29:203;09:01:33:570;09:01:31:382;76.22218571428577;76.32995714285711;74.06772857142852;69.72984285714278;0.8322635497225871;0.8234834006070281;4.252354260282055;2.9036041570154447;0
16;09:01:29:359;09:01:33:726;09:01:31:539;76.08747142857145;76.24840000000007;73.45185714285711;69.33798571428572;0.8322635497225871;1.7065582820945604;3.980992400875531;2.9036041570154447;0
17;09:01:29:515;09:01:33:882;09:01:31:695;75.95275714285717;76.14297142857164;72.85985714285707;68.94612857142862;0.8322635497225871;1.7065582820945604;3.980992400875531;2.9036041570154447;0
18;09:01:29:671;09:01:34:039;09:01:31:851;75.93914285714285;75.91644285714301;72.26785714285701;68.7971285714286;1.170806357717687;1.494729493624255;3.980992400875531;4.591045440655715;0
