17:46:01:328;17:46:01:275;102.67368
17:46:01:335;17:46:01:275;102.67368
17:46:01:343;17:46:01:275;102.67368
17:46:01:351;17:46:01:275;102.67368
17:46:01:359;17:46:01:275;102.67368
17:46:01:367;17:46:01:275;102.67368
17:46:01:375;17:46:01:275;102.67368
17:46:01:382;17:46:01:275;102.67368
17:46:01:390;17:46:01:275;102.67368
17:46:01:398;17:46:01:275;102.67368
17:46:01:406;17:46:01:404;105.9683
17:46:01:414;17:46:01:404;105.9683
17:46:01:421;17:46:01:404;105.9683
17:46:01:429;17:46:01:404;105.9683
17:46:01:437;17:46:01:404;105.9683
17:46:01:445;17:46:01:404;105.9683
17:46:01:453;17:46:01:404;105.9683
17:46:01:460;17:46:01:404;105.9683
17:46:01:468;17:46:01:404;105.9683
17:46:01:476;17:46:01:404;105.9683
17:46:01:484;17:46:01:404;105.9683
17:46:01:492;17:46:01:404;105.9683
17:46:01:500;17:46:01:404;105.9683
17:46:01:507;17:46:01:404;105.9683
17:46:01:515;17:46:01:404;105.9683
17:46:01:523;17:46:01:517;103.897
17:46:01:531;17:46:01:517;103.897
17:46:01:539;17:46:01:517;103.897
17:46:01:546;17:46:01:517;103.897
17:46:01:554;17:46:01:517;103.897
17:46:01:562;17:46:01:517;103.897
17:46:01:570;17:46:01:517;103.897
17:46:01:578;17:46:01:517;103.897
17:46:01:585;17:46:01:517;103.897
17:46:01:593;17:46:01:517;103.897
17:46:01:601;17:46:01:517;103.897
17:46:01:609;17:46:01:517;103.897
17:46:01:617;17:46:01:517;103.897
17:46:01:625;17:46:01:621;104.308
17:46:01:632;17:46:01:621;104.308
17:46:01:640;17:46:01:621;104.308
17:46:01:648;17:46:01:621;104.308
17:46:01:656;17:46:01:621;104.308
17:46:01:664;17:46:01:621;104.308
17:46:01:671;17:46:01:621;104.308
17:46:01:679;17:46:01:621;104.308
17:46:01:687;17:46:01:621;104.308
17:46:01:695;17:46:01:621;104.308
17:46:01:703;17:46:01:621;104.308
17:46:01:710;17:46:01:621;104.308
17:46:01:718;17:46:01:621;104.308
17:46:01:726;17:46:01:726;107.23084
17:46:01:734;17:46:01:726;107.23084
17:46:01:742;17:46:01:726;107.23084
17:46:01:750;17:46:01:726;107.23084
17:46:01:757;17:46:01:726;107.23084
17:46:01:765;17:46:01:726;107.23084
17:46:01:773;17:46:01:726;107.23084
17:46:01:781;17:46:01:726;107.23084
17:46:01:789;17:46:01:726;107.23084
17:46:01:796;17:46:01:726;107.23084
17:46:01:804;17:46:01:726;107.23084
17:46:01:812;17:46:01:726;107.23084
17:46:01:820;17:46:01:726;107.23084
17:46:01:828;17:46:01:726;107.23084
17:46:01:835;17:46:01:726;107.23084
17:46:01:843;17:46:01:841;107.65503
17:46:01:851;17:46:01:841;107.65503
17:46:01:859;17:46:01:841;107.65503
17:46:01:867;17:46:01:841;107.65503
17:46:01:875;17:46:01:841;107.65503
17:46:01:882;17:46:01:841;107.65503
17:46:01:890;17:46:01:841;107.65503
17:46:01:898;17:46:01:841;107.65503
17:46:01:906;17:46:01:841;107.65503
17:46:01:914;17:46:01:841;107.65503
17:46:01:921;17:46:01:841;107.65503
17:46:01:929;17:46:01:841;107.65503
17:46:01:937;17:46:01:841;107.65503
17:46:01:945;17:46:01:841;107.65503
17:46:01:953;17:46:01:951;111.99027
17:46:01:960;17:46:01:951;111.99027
17:46:01:968;17:46:01:951;111.99027
17:46:01:976;17:46:01:951;111.99027
17:46:01:984;17:46:01:951;111.99027
17:46:01:992;17:46:01:951;111.99027
17:46:02:000;17:46:01:951;111.99027
17:46:02:007;17:46:01:951;111.99027
17:46:02:015;17:46:01:951;111.99027
17:46:02:023;17:46:01:951;111.99027
17:46:02:031;17:46:01:951;111.99027
17:46:02:039;17:46:01:951;111.99027
17:46:02:046;17:46:01:951;111.99027
17:46:02:054;17:46:01:951;111.99027
17:46:02:062;17:46:01:951;111.99027
17:46:02:070;17:46:02:069;118.82268
17:46:02:078;17:46:02:069;118.82268
17:46:02:085;17:46:02:069;118.82268
17:46:02:093;17:46:02:069;118.82268
17:46:02:101;17:46:02:069;118.82268
17:46:02:109;17:46:02:069;118.82268
17:46:02:117;17:46:02:069;118.82268
17:46:02:125;17:46:02:069;118.82268
17:46:02:132;17:46:02:069;118.82268
17:46:02:140;17:46:02:069;118.82268
17:46:02:148;17:46:02:069;118.82268
17:46:02:156;17:46:02:069;118.82268
17:46:02:164;17:46:02:069;118.82268
17:46:02:171;17:46:02:069;118.82268
17:46:02:179;17:46:02:069;118.82268
17:46:02:187;17:46:02:182;116.960945
17:46:02:195;17:46:02:182;116.960945
17:46:02:203;17:46:02:182;116.960945
17:46:02:210;17:46:02:182;116.960945
17:46:02:218;17:46:02:182;116.960945
17:46:02:226;17:46:02:182;116.960945
17:46:02:234;17:46:02:182;116.960945
17:46:02:242;17:46:02:182;116.960945
17:46:02:250;17:46:02:182;116.960945
17:46:02:257;17:46:02:182;116.960945
17:46:02:265;17:46:02:182;116.960945
17:46:02:273;17:46:02:182;116.960945
17:46:02:281;17:46:02:182;116.960945
17:46:02:289;17:46:02:182;116.960945
17:46:02:296;17:46:02:291;121.191536
17:46:02:304;17:46:02:291;121.191536
17:46:02:312;17:46:02:291;121.191536
17:46:02:320;17:46:02:291;121.191536
17:46:02:328;17:46:02:291;121.191536
17:46:02:335;17:46:02:291;121.191536
17:46:02:343;17:46:02:291;121.191536
17:46:02:351;17:46:02:291;121.191536
17:46:02:359;17:46:02:291;121.191536
17:46:02:367;17:46:02:291;121.191536
17:46:02:375;17:46:02:291;121.191536
17:46:02:382;17:46:02:291;121.191536
17:46:02:390;17:46:02:291;121.191536
17:46:02:398;17:46:02:291;121.191536
17:46:02:406;17:46:02:291;121.191536
17:46:02:414;17:46:02:291;121.191536
17:46:02:421;17:46:02:419;120.23838
17:46:02:429;17:46:02:419;120.23838
17:46:02:437;17:46:02:419;120.23838
17:46:02:445;17:46:02:419;120.23838
17:46:02:453;17:46:02:419;120.23838
17:46:02:460;17:46:02:419;120.23838
17:46:02:468;17:46:02:419;120.23838
17:46:02:476;17:46:02:419;120.23838
17:46:02:484;17:46:02:419;120.23838
17:46:02:492;17:46:02:419;120.23838
17:46:02:500;17:46:02:419;120.23838
17:46:02:507;17:46:02:419;120.23838
17:46:02:515;17:46:02:419;120.23838
17:46:02:523;17:46:02:419;120.23838
17:46:02:531;17:46:02:419;120.23838
17:46:02:539;17:46:02:419;120.23838
17:46:02:546;17:46:02:546;124.09661
17:46:02:554;17:46:02:546;124.09661
17:46:02:562;17:46:02:546;124.09661
