time_Biotrace;accel_x;accel_y;accel_z;lightning;speed_GPS;bearing_GPS
17:46:01:328;0.17238252;0.7661445;10.668563;102.67368;5;306.9886
17:46:01:335;0.17238252;0.7661445;10.668563;102.67368;5;306.9886
17:46:01:343;0.17238252;0.7661445;10.668563;102.67368;5;306.9886
17:46:01:351;0.17238252;0.7661445;10.668563;102.67368;5;306.9886
17:46:01:359;-0.11492168;0.49799395;9.097966;102.67368;5;306.9886
17:46:01:367;-0.11492168;0.49799395;9.097966;102.67368;5;306.9886
17:46:01:375;-0.11492168;0.49799395;9.097966;102.67368;5;306.9886
17:46:01:382;-0.11492168;0.49799395;9.097966;102.67368;5;306.9886
17:46:01:390;-0.11492168;0.49799395;9.097966;102.67368;5;306.9886
17:46:01:398;-0.11492168;0.49799395;9.097966;102.67368;5;306.9886
17:46:01:406;-0.11492168;0.49799395;9.097966;105.9683;5;306.9886
17:46:01:414;-0.11492168;0.49799395;9.097966;105.9683;5;306.9886
17:46:01:421;-0.11492168;0.49799395;9.097966;105.9683;5;306.9886
17:46:01:429;-0.11492168;0.49799395;9.097966;105.9683;5;306.9886
17:46:01:437;-0.11492168;0.49799395;9.097966;105.9683;5;306.9886
17:46:01:445;-0.11492168;0.49799395;9.097966;105.9683;5;306.9886
17:46:01:453;-0.11492168;0.49799395;9.097966;105.9683;5;306.9886
17:46:01:460;-0.38307226;-0.095768064;9.940725;105.9683;5;306.9886
17:46:01:468;-0.38307226;-0.095768064;9.940725;105.9683;5;306.9886
17:46:01:476;-0.38307226;-0.095768064;9.940725;105.9683;5;306.9886
17:46:01:484;-0.38307226;-0.095768064;9.940725;105.9683;5;306.9886
17:46:01:492;-0.38307226;-0.095768064;9.940725;105.9683;5;306.9886
17:46:01:500;-0.38307226;-0.095768064;9.940725;105.9683;5;306.9886
17:46:01:507;-0.38307226;-0.095768064;9.940725;105.9683;5;306.9886
17:46:01:515;-0.38307226;-0.095768064;9.940725;105.9683;5;306.9886
17:46:01:523;-0.38307226;-0.095768064;9.940725;103.897;5;306.9886
17:46:01:531;-0.38307226;-0.095768064;9.940725;103.897;5;306.9886
17:46:01:539;-0.38307226;-0.095768064;9.940725;103.897;5;306.9886
17:46:01:546;-0.38307226;-0.095768064;9.940725;103.897;5;306.9886
17:46:01:554;-0.38307226;-0.095768064;9.940725;103.897;5;306.9886
17:46:01:562;-0.38307226;-0.095768064;9.940725;103.897;5;306.9886
17:46:01:570;-0.38307226;-0.095768064;9.940725;103.897;5;306.9886
17:46:01:578;-0.21068975;0.32561144;11.089942;103.897;5;306.9886
17:46:01:585;-0.21068975;0.32561144;11.089942;103.897;5;306.9886
17:46:01:593;-0.21068975;0.32561144;11.089942;103.897;5;306.9886
17:46:01:601;-0.21068975;0.32561144;11.089942;103.897;5;306.9886
17:46:01:609;-0.21068975;0.32561144;11.089942;103.897;5;306.9886
17:46:01:617;-0.21068975;0.32561144;11.089942;103.897;5;306.9886
17:46:01:625;-0.21068975;0.32561144;11.089942;104.308;5;306.9886
17:46:01:632;-0.21068975;0.32561144;11.089942;104.308;5;306.9886
17:46:01:640;-0.21068975;0.32561144;11.089942;104.308;5;306.9886
17:46:01:648;-0.21068975;0.32561144;11.089942;104.308;5;306.9886
17:46:01:656;-0.21068975;0.32561144;11.089942;104.308;5;306.9886
17:46:01:664;-0.21068975;0.32561144;11.089942;104.308;5;306.9886
17:46:01:671;-0.21068975;0.32561144;11.089942;104.308;5;306.9886
17:46:01:679;-0.21068975;0.32561144;11.089942;104.308;5;306.9886
17:46:01:687;-0.21068975;0.32561144;11.089942;104.308;5;306.9886
17:46:01:695;0.61291564;0.80445176;10.170568;104.308;5;306.9886
17:46:01:703;0.61291564;0.80445176;10.170568;104.308;5;306.9886
17:46:01:710;0.61291564;0.80445176;10.170568;104.308;5;306.9886
17:46:01:718;0.61291564;0.80445176;10.170568;104.308;5;306.9886
17:46:01:726;0.61291564;0.80445176;10.170568;107.23084;5;306.9886
17:46:01:734;0.61291564;0.80445176;10.170568;107.23084;5;306.9886
17:46:01:742;0.61291564;0.80445176;10.170568;107.23084;5;306.9886
17:46:01:750;0.61291564;0.80445176;10.170568;107.23084;5;306.9886
17:46:01:757;0.61291564;0.80445176;10.170568;107.23084;5;306.9886
17:46:01:765;0.61291564;0.80445176;10.170568;107.23084;5;306.9886
17:46:01:773;0.61291564;0.80445176;10.170568;107.23084;5;306.9886
17:46:01:781;0.61291564;0.80445176;10.170568;107.23084;5;306.9886
17:46:01:789;0.61291564;0.80445176;10.170568;107.23084;5;306.9886
