Time_Biotrace;ECG;SCR;Temp;HR;RR;HRV_LF
17:46:01:328;-635.754;8.189;35.561;74.478;805.607;48.013
17:46:01:335;-569.195;8.189;35.561;74.478;805.607;48.013
17:46:01:343;-618.348;8.188;35.559;74.478;805.607;48.013
17:46:01:351;-679.056;8.188;35.558;74.478;805.607;48.013
17:46:01:359;-764.683;8.19;35.56;74.478;805.607;48.013
17:46:01:367;-887.676;8.189;35.56;74.478;805.607;48.013
17:46:01:375;-864.981;8.188;35.56;74.478;805.607;48.013
17:46:01:382;-921.084;8.189;35.562;74.478;805.607;48.013
17:46:01:390;-947.31;8.189;35.562;74.478;805.607;48.013
17:46:01:398;-887.957;8.189;35.563;74.478;805.607;48.013
17:46:01:406;-828.898;8.188;35.563;74.478;805.607;48.013
17:46:01:414;-983.711;8.189;35.564;74.478;805.607;48.013
17:46:01:421;-1071.878;8.188;35.565;74.478;805.607;48.013
17:46:01:429;-972.766;8.188;35.563;74.478;805.607;48.013
17:46:01:437;-862.672;8.189;35.566;74.478;805.607;48.013
17:46:01:445;-913.083;8.189;35.564;74.478;805.607;48.013
17:46:01:453;-997.477;8.187;35.563;74.478;805.607;48.013
17:46:01:460;-1031.569;8.187;35.561;74.478;805.607;48.013
17:46:01:468;-1016.752;8.188;35.563;74.478;805.607;48.013
17:46:01:476;-950.144;8.187;35.565;74.478;805.607;48.013
17:46:01:484;-917.273;8.187;35.563;74.478;805.607;48.013
17:46:01:492;-941.3;8.187;35.561;74.478;805.607;48.013
17:46:01:500;-793.047;8.187;35.562;74.478;805.607;48.146
17:46:01:507;-951.915;8.187;35.564;74.478;805.607;48.146
17:46:01:515;-1078.389;8.186;35.562;74.478;805.607;48.146
17:46:01:523;-977.982;8.186;35.564;74.478;805.607;48.146
17:46:01:531;-1003.035;8.186;35.566;74.478;805.607;48.146
17:46:01:539;-1067.835;8.185;35.566;74.478;805.607;48.146
17:46:01:546;-979.252;8.185;35.565;74.478;805.607;48.146
17:46:01:554;-977.139;8.185;35.565;74.478;805.607;48.146
17:46:01:562;-945.05;8.183;35.567;74.478;805.607;48.146
17:46:01:570;-876.671;8.183;35.569;74.478;805.607;48.146
17:46:01:578;-1036.724;8.183;35.569;74.478;805.607;48.146
17:46:01:585;-1116.976;8.185;35.565;74.478;805.607;48.146
17:46:01:593;-1065.844;8.183;35.567;74.478;805.607;48.146
17:46:01:601;-1048.12;8.184;35.568;74.478;805.607;48.146
17:46:01:609;-1027.721;8.183;35.569;74.478;805.607;48.146
17:46:01:617;-1015.812;8.182;35.57;74.478;805.607;48.146
17:46:01:625;-1039.02;8.183;35.569;74.478;805.607;48.146
17:46:01:632;-975.588;8.182;35.571;74.478;805.607;48.146
17:46:01:640;-989.781;8.182;35.57;74.478;805.607;48.146
17:46:01:648;-951.829;8.182;35.571;74.478;805.607;48.146
17:46:01:656;-963.617;8.18;35.569;74.478;805.607;48.146
17:46:01:664;-1013.283;8.182;35.57;74.478;805.607;48.146
17:46:01:671;-909.211;8.182;35.571;74.478;805.607;48.146
17:46:01:679;-837.521;8.181;35.571;74.478;805.607;48.146
17:46:01:687;-926.08;8.18;35.569;74.478;805.607;48.146
17:46:01:695;-957.974;8.18;35.57;74.478;805.607;48.146
17:46:01:703;-983.369;8.18;35.572;74.478;805.607;48.146
17:46:01:710;-1049.22;8.18;35.573;74.478;805.607;48.146
17:46:01:718;-1066.394;8.18;35.572;74.478;805.607;48.146
17:46:01:726;-996.206;8.18;35.572;74.478;805.607;48.146
17:46:01:734;-936.585;8.18;35.571;74.478;805.607;48.146
17:46:01:742;-948.043;8.18;35.573;74.478;805.607;48.146
17:46:01:750;-1030.641;8.18;35.573;74.478;805.607;48.272
17:46:01:757;-1000.091;8.179;35.573;74.478;805.607;48.272
17:46:01:765;-1056.036;8.179;35.573;74.478;805.607;48.272
17:46:01:773;-968.185;8.18;35.571;74.478;805.607;48.272
17:46:01:781;-1155.453;8.178;35.572;74.478;805.607;48.272
17:46:01:789;-811.381;8.179;35.574;74.478;805.607;48.272
17:46:01:796;40.029;8.179;35.575;74.478;805.607;48.272
17:46:01:804;563.49;8.179;35.571;74.478;805.607;48.272
17:46:01:812;592.537;8.178;35.571;80.419;746.0923;48.272
17:46:01:820;-598.84;8.178;35.573;80.419;746.0923;48.272
17:46:01:828;-796.528;8.179;35.573;80.419;746.0923;48.272
17:46:01:835;-962.628;8.179;35.574;80.419;746.0923;48.272
17:46:01:843;-933.409;8.179;35.575;80.424;746.046;48.272
17:46:01:851;-979.154;8.179;35.576;80.424;746.046;48.272
17:46:01:859;-926.263;8.178;35.576;80.424;746.046;48.272
17:46:01:867;-878.32;8.179;35.576;80.424;746.046;48.272
17:46:01:875;-901.039;8.179;35.575;80.424;746.046;48.272
17:46:01:882;-918.531;8.178;35.574;80.424;746.046;48.272
17:46:01:890;-1039.9;8.179;35.577;80.424;746.046;48.272
17:46:01:898;-895.164;8.178;35.579;80.424;746.046;48.272
17:46:01:906;-876.903;8.178;35.578;80.424;746.046;48.272
17:46:01:914;-919.985;8.178;35.578;80.424;746.046;48.272
17:46:01:921;-962.31;8.179;35.579;80.424;746.046;48.272
17:46:01:929;-880.078;8.179;35.578;80.424;746.046;48.272
17:46:01:937;-851.263;8.18;35.577;80.424;746.046;48.272
17:46:01:945;-824.036;8.178;35.576;80.424;746.046;48.272
17:46:01:953;-786.866;8.178;35.576;80.424;746.046;48.272
17:46:01:960;-736.1;8.179;35.575;80.424;746.046;48.272
17:46:01:968;-862.978;8.179;35.576;80.424;746.046;48.272
17:46:01:976;-866.837;8.178;35.578;80.424;746.046;48.272
17:46:01:984;-683.564;8.178;35.576;80.424;746.046;48.272
17:46:01:992;-659.586;8.178;35.579;80.424;746.046;48.272
17:46:02:000;-775.652;8.178;35.578;83.939;714.8048;48.41
17:46:02:007;-701.141;8.177;35.578;83.939;714.8048;48.41
17:46:02:015;-647.102;8.178;35.579;83.939;714.8048;48.41
17:46:02:023;-514.874;8.179;35.577;83.939;714.8048;48.41
17:46:02:031;-496.442;8.178;35.578;83.939;714.8048;48.41
17:46:02:039;-653.356;8.179;35.579;83.939;714.8048;48.41
17:46:02:046;-426.975;8.179;35.581;83.939;714.8048;48.41
17:46:02:054;-460.762;8.179;35.582;83.939;714.8048;48.41
17:46:02:062;-572.725;8.179;35.581;83.939;714.8048;48.41
17:46:02:070;-500.913;8.178;35.578;83.939;714.8048;48.41
17:46:02:078;-343.84;8.179;35.58;83.939;714.8048;48.41
17:46:02:085;-513.543;8.18;35.582;83.939;714.8048;48.41
17:46:02:093;-635.51;8.18;35.583;83.939;714.8048;48.41
17:46:02:101;-612.069;8.18;35.582;83.939;714.8048;48.41
17:46:02:109;-627.387;8.179;35.58;83.939;714.8048;48.41
17:46:02:117;-654.211;8.18;35.583;83.939;714.8048;48.41
17:46:02:125;-779.415;8.18;35.582;83.939;714.8048;48.41
17:46:02:132;-789.065;8.179;35.581;83.939;714.8048;48.41
17:46:02:140;-801.829;8.179;35.582;83.939;714.8048;48.41
17:46:02:148;-770.327;8.18;35.583;83.939;714.8048;48.41
17:46:02:156;-865.482;8.18;35.584;83.939;714.8048;48.41
17:46:02:164;-869.513;8.18;35.586;83.939;714.8048;48.41
17:46:02:171;-876.341;8.179;35.585;83.939;714.8048;48.41
17:46:02:179;-872.261;8.179;35.586;83.939;714.8048;48.41
17:46:02:187;-788.039;8.18;35.586;83.939;714.8048;48.41
17:46:02:195;-781.186;8.179;35.585;83.939;714.8048;48.41
17:46:02:203;-843.739;8.179;35.587;83.939;714.8048;48.41
17:46:02:210;-874.655;8.178;35.587;83.939;714.8048;48.41
17:46:02:218;-813.739;8.178;35.587;83.939;714.8048;48.41
17:46:02:226;-795.832;8.179;35.589;83.939;714.8048;48.41
17:46:02:234;-761.617;8.179;35.587;83.939;714.8048;48.41
17:46:02:242;-848.087;8.179;35.589;83.939;714.8048;48.41
17:46:02:250;-877.623;8.179;35.589;83.939;714.8048;48.512
17:46:02:257;-829.203;8.178;35.59;83.939;714.8048;48.512
17:46:02:265;-842.554;8.179;35.589;83.939;714.8048;48.512
17:46:02:273;-769.105;8.178;35.588;83.939;714.8048;48.512
17:46:02:281;-874.264;8.178;35.589;83.939;714.8048;48.512
17:46:02:289;-862.061;8.177;35.591;83.939;714.8048;48.512
17:46:02:296;-823.792;8.178;35.591;83.939;714.8048;48.512
17:46:02:304;-842.432;8.178;35.591;83.939;714.8048;48.512
17:46:02:312;-926.361;8.178;35.59;83.939;714.8048;48.512
17:46:02:320;-928.401;8.177;35.593;83.939;714.8048;48.512
17:46:02:328;-837.949;8.176;35.591;83.939;714.8048;48.512
17:46:02:335;-834.883;8.177;35.591;83.939;714.8048;48.512
17:46:02:343;-901.125;8.176;35.593;83.939;714.8048;48.512
17:46:02:351;-927.424;8.177;35.59;83.939;714.8048;48.512
17:46:02:359;-926.776;8.175;35.591;83.939;714.8048;48.512
17:46:02:367;-864.675;8.177;35.594;83.939;714.8048;48.512
17:46:02:375;-835.103;8.177;35.597;83.939;714.8048;48.512
17:46:02:382;-887.786;8.175;35.595;83.939;714.8048;48.512
17:46:02:390;-887.859;8.176;35.596;83.939;714.8048;48.512
17:46:02:398;-808.45;8.174;35.596;83.939;714.8048;48.512
17:46:02:406;-883.731;8.174;35.596;83.939;714.8048;48.512
17:46:02:414;-946.919;8.174;35.596;83.939;714.8048;48.512
17:46:02:421;-834.761;8.174;35.596;83.939;714.8048;48.512
17:46:02:429;-768.604;8.173;35.597;83.939;714.8048;48.512
17:46:02:437;-933.605;8.172;35.596;83.939;714.8048;48.512
17:46:02:445;-871.223;8.174;35.597;83.939;714.8048;48.512
17:46:02:453;-828.519;8.172;35.594;83.939;714.8048;48.512
17:46:02:460;-886.113;8.173;35.597;83.939;714.8048;48.512
17:46:02:468;-902.444;8.172;35.595;83.939;714.8048;48.512
17:46:02:476;-819.162;8.171;35.597;83.939;714.8048;48.512
17:46:02:484;-877.11;8.171;35.601;83.939;714.8048;48.512
17:46:02:492;-939.834;8.171;35.599;83.939;714.8048;48.512
17:46:02:500;-901.943;8.171;35.599;83.939;714.8048;48.608
17:46:02:507;-911.63;8.172;35.597;83.939;714.8048;48.608
17:46:02:515;-887.908;8.171;35.597;83.939;714.8048;48.608
17:46:02:523;-880.567;8.172;35.599;83.939;714.8048;48.608
17:46:02:531;-896.092;8.171;35.598;83.939;714.8048;48.608
17:46:02:539;-946.382;8.171;35.599;83.939;714.8048;48.608
17:46:02:546;-976.027;8.171;35.6;83.939;714.8048;48.608
17:46:02:554;-575.082;8.17;35.6;83.939;714.8048;48.608
17:46:02:562;79.52;8.171;35.598;65.016;922.8498;48.608
17:46:02:570;716.581;8.17;35.599;65.016;922.8498;48.608
17:46:02:578;615.221;8.17;35.601;65.016;922.8498;48.608
17:46:02:585;-600.941;8.17;35.602;65.016;922.8498;48.608
17:46:02:593;-845.168;8.171;35.602;65.021;922.7788;48.608
