Time_Accel;AccelX;AccelY;AccelZ
11:25:30:717;0.5746084;9.921572;0.61291564
11:25:30:717;0.5746084;9.921572;0.61291564
11:25:30:717;0.5746084;9.921572;0.61291564
11:25:30:717;0.5746084;9.921572;0.61291564
11:25:30:717;0.5746084;9.921572;0.61291564
11:25:30:831;1.2258313;9.787497;-0.22984336
11:25:30:831;1.2258313;9.787497;-0.22984336
11:25:30:831;1.2258313;9.787497;-0.22984336
11:25:30:831;1.2258313;9.787497;-0.22984336
11:25:30:831;1.2258313;9.787497;-0.22984336
11:25:30:831;1.2258313;9.787497;-0.22984336
11:25:30:831;1.2258313;9.787497;-0.22984336
11:25:30:831;1.2258313;9.787497;-0.22984336
11:25:30:831;1.2258313;9.787497;-0.22984336
11:25:30:831;1.2258313;9.787497;-0.22984336
11:25:30:831;1.2258313;9.787497;-0.22984336
11:25:30:831;1.2258313;9.787497;-0.22984336
11:25:30:831;1.2258313;9.787497;-0.22984336
11:25:30:831;1.2258313;9.787497;-0.22984336
11:25:30:831;1.2258313;9.787497;-0.22984336
11:25:30:949;0.82360536;9.80665;-0.38307226
11:25:30:949;0.82360536;9.80665;-0.38307226
11:25:30:949;0.82360536;9.80665;-0.38307226
11:25:30:949;0.82360536;9.80665;-0.38307226
11:25:30:949;0.82360536;9.80665;-0.38307226
11:25:30:949;0.82360536;9.80665;-0.38307226
11:25:30:949;0.82360536;9.80665;-0.38307226
11:25:30:949;0.82360536;9.80665;-0.38307226
11:25:30:949;0.82360536;9.80665;-0.38307226
11:25:30:949;0.82360536;9.80665;-0.38307226
11:25:30:949;0.82360536;9.80665;-0.38307226
11:25:30:949;0.82360536;9.80665;-0.38307226
11:25:30:949;0.82360536;9.80665;-0.38307226
11:25:30:949;0.82360536;9.80665;-0.38307226
11:25:30:949;0.82360536;9.80665;-0.38307226
11:25:31:066;0.8619126;9.768343;0.076614454
11:25:31:066;0.8619126;9.768343;0.076614454
11:25:31:066;0.8619126;9.768343;0.076614454
11:25:31:066;0.8619126;9.768343;0.076614454
11:25:31:066;0.8619126;9.768343;0.076614454
11:25:31:066;0.8619126;9.768343;0.076614454
11:25:31:066;0.8619126;9.768343;0.076614454
11:25:31:066;0.8619126;9.768343;0.076614454
11:25:31:066;0.8619126;9.768343;0.076614454
11:25:31:066;0.8619126;9.768343;0.076614454
11:25:31:066;0.8619126;9.768343;0.076614454
11:25:31:066;0.8619126;9.768343;0.076614454
11:25:31:066;0.8619126;9.768343;0.076614454
11:25:31:167;0.38307226;10.840945;0.90021986
