Time_Biotrace;Time_Light;Lightning
14:04:39:398;15:04:39:343;237.1122
14:04:39:406;15:04:39:343;237.1122
14:04:39:414;15:04:39:343;237.1122
14:04:39:421;15:04:39:343;237.1122
14:04:39:429;15:04:39:343;237.1122
14:04:39:437;15:04:39:343;237.1122
14:04:39:445;15:04:39:343;237.1122
14:04:39:453;15:04:39:446;192.34468
14:04:39:460;15:04:39:446;192.34468
14:04:39:468;15:04:39:446;192.34468
14:04:39:476;15:04:39:446;192.34468
14:04:39:484;15:04:39:446;192.34468
14:04:39:492;15:04:39:446;192.34468
14:04:39:500;15:04:39:446;192.34468
14:04:39:507;15:04:39:446;192.34468
14:04:39:515;15:04:39:446;192.34468
14:04:39:523;15:04:39:446;192.34468
14:04:39:531;15:04:39:446;192.34468
14:04:39:539;15:04:39:446;192.34468
14:04:39:546;15:04:39:446;192.34468
14:04:39:554;15:04:39:446;192.34468
14:04:39:562;15:04:39:557;219.97661
14:04:39:570;15:04:39:557;219.97661
14:04:39:578;15:04:39:557;219.97661
14:04:39:585;15:04:39:557;219.97661
14:04:39:593;15:04:39:557;219.97661
14:04:39:601;15:04:39:557;219.97661
14:04:39:609;15:04:39:557;219.97661
14:04:39:617;15:04:39:557;219.97661
14:04:39:625;15:04:39:557;219.97661
14:04:39:632;15:04:39:557;219.97661
14:04:39:640;15:04:39:557;219.97661
14:04:39:648;15:04:39:557;219.97661
14:04:39:656;15:04:39:557;219.97661
14:04:39:664;15:04:39:661;239.93724
14:04:39:671;15:04:39:661;239.93724
14:04:39:679;15:04:39:661;239.93724
14:04:39:687;15:04:39:661;239.93724
14:04:39:695;15:04:39:661;239.93724
14:04:39:703;15:04:39:661;239.93724
14:04:39:710;15:04:39:661;239.93724
14:04:39:718;15:04:39:661;239.93724
14:04:39:726;15:04:39:661;239.93724
14:04:39:734;15:04:39:661;239.93724
14:04:39:742;15:04:39:661;239.93724
14:04:39:750;15:04:39:661;239.93724
14:04:39:757;15:04:39:661;239.93724
14:04:39:765;15:04:39:661;239.93724
14:04:39:773;15:04:39:772;308.91
14:04:39:781;15:04:39:772;308.91
14:04:39:789;15:04:39:772;308.91
14:04:39:796;15:04:39:772;308.91
14:04:39:804;15:04:39:772;308.91
14:04:39:812;15:04:39:772;308.91
14:04:39:820;15:04:39:772;308.91
14:04:39:828;15:04:39:772;308.91
14:04:39:835;15:04:39:772;308.91
14:04:39:843;15:04:39:772;308.91
14:04:39:851;15:04:39:772;308.91
14:04:39:859;15:04:39:772;308.91
14:04:39:867;15:04:39:772;308.91
14:04:39:875;15:04:39:772;308.91
14:04:39:882;15:04:39:876;373.36414
14:04:39:890;15:04:39:876;373.36414
14:04:39:898;15:04:39:876;373.36414
14:04:39:906;15:04:39:876;373.36414
14:04:39:914;15:04:39:876;373.36414
14:04:39:921;15:04:39:876;373.36414
14:04:39:929;15:04:39:876;373.36414
14:04:39:937;15:04:39:876;373.36414
14:04:39:945;15:04:39:876;373.36414
14:04:39:953;15:04:39:876;373.36414
14:04:39:960;15:04:39:876;373.36414
14:04:39:968;15:04:39:876;373.36414
14:04:39:976;15:04:39:876;373.36414
14:04:39:984;15:04:39:977;413.72546
14:04:39:992;15:04:39:977;413.72546
14:04:40:000;15:04:39:977;413.72546
14:04:40:007;15:04:39:977;413.72546
14:04:40:015;15:04:39:977;413.72546
14:04:40:023;15:04:39:977;413.72546
14:04:40:031;15:04:39:977;413.72546
14:04:40:039;15:04:39:977;413.72546
14:04:40:046;15:04:39:977;413.72546
14:04:40:054;15:04:39:977;413.72546
14:04:40:062;15:04:39:977;413.72546
14:04:40:070;15:04:39:977;413.72546
14:04:40:078;15:04:39:977;413.72546
14:04:40:085;15:04:39:977;413.72546
14:04:40:093;15:04:39:977;413.72546
14:04:40:101;15:04:39:977;413.72546
14:04:40:109;15:04:40:106;447.7174
14:04:40:117;15:04:40:106;447.7174
14:04:40:125;15:04:40:106;447.7174
14:04:40:132;15:04:40:106;447.7174
14:04:40:140;15:04:40:106;447.7174
14:04:40:148;15:04:40:106;447.7174
14:04:40:156;15:04:40:106;447.7174
14:04:40:164;15:04:40:106;447.7174
14:04:40:171;15:04:40:106;447.7174
14:04:40:179;15:04:40:106;447.7174
14:04:40:187;15:04:40:106;447.7174
14:04:40:195;15:04:40:106;447.7174
14:04:40:203;15:04:40:106;447.7174
14:04:40:210;15:04:40:106;447.7174
14:04:40:218;15:04:40:106;447.7174
14:04:40:226;15:04:40:226;490.27512
14:04:40:234;15:04:40:226;490.27512
14:04:40:242;15:04:40:226;490.27512
14:04:40:250;15:04:40:226;490.27512
14:04:40:257;15:04:40:226;490.27512
14:04:40:265;15:04:40:226;490.27512
14:04:40:273;15:04:40:226;490.27512
14:04:40:281;15:04:40:226;490.27512
14:04:40:289;15:04:40:226;490.27512
14:04:40:296;15:04:40:226;490.27512
14:04:40:304;15:04:40:226;490.27512
14:04:40:312;15:04:40:226;490.27512
14:04:40:320;15:04:40:226;490.27512
14:04:40:328;15:04:40:226;490.27512
14:04:40:335;15:04:40:331;530.55676
14:04:40:343;15:04:40:331;530.55676
14:04:40:351;15:04:40:331;530.55676
14:04:40:359;15:04:40:331;530.55676
14:04:40:367;15:04:40:331;530.55676
14:04:40:375;15:04:40:331;530.55676
14:04:40:382;15:04:40:331;530.55676
14:04:40:390;15:04:40:331;530.55676
14:04:40:398;15:04:40:331;530.55676
14:04:40:406;15:04:40:331;530.55676
14:04:40:414;15:04:40:331;530.55676
14:04:40:421;15:04:40:331;530.55676
14:04:40:429;15:04:40:331;530.55676
14:04:40:437;15:04:40:331;530.55676
14:04:40:445;15:04:40:331;530.55676
14:04:40:453;15:04:40:331;530.55676
14:04:40:460;15:04:40:455;562.9253
14:04:40:468;15:04:40:455;562.9253
14:04:40:476;15:04:40:455;562.9253
14:04:40:484;15:04:40:455;562.9253
14:04:40:492;15:04:40:455;562.9253
14:04:40:500;15:04:40:455;562.9253
14:04:40:507;15:04:40:455;562.9253
14:04:40:515;15:04:40:455;562.9253
14:04:40:523;15:04:40:455;562.9253
14:04:40:531;15:04:40:455;562.9253
14:04:40:539;15:04:40:455;562.9253
14:04:40:546;15:04:40:455;562.9253
14:04:40:554;15:04:40:455;562.9253
14:04:40:562;15:04:40:455;562.9253
14:04:40:570;15:04:40:455;562.9253
14:04:40:578;15:04:40:455;562.9253
14:04:40:585;15:04:40:455;562.9253
14:04:40:593;15:04:40:588;558.4979
14:04:40:601;15:04:40:588;558.4979
14:04:40:609;15:04:40:588;558.4979
14:04:40:617;15:04:40:588;558.4979
14:04:40:625;15:04:40:588;558.4979
14:04:40:632;15:04:40:588;558.4979
14:04:40:640;15:04:40:588;558.4979
14:04:40:648;15:04:40:588;558.4979
14:04:40:656;15:04:40:588;558.4979
14:04:40:664;15:04:40:588;558.4979
14:04:40:671;15:04:40:588;558.4979
14:04:40:679;15:04:40:588;558.4979
14:04:40:687;15:04:40:588;558.4979
14:04:40:695;15:04:40:691;599.6315
14:04:40:703;15:04:40:691;599.6315
14:04:40:710;15:04:40:691;599.6315
14:04:40:718;15:04:40:691;599.6315
14:04:40:726;15:04:40:691;599.6315
14:04:40:734;15:04:40:691;599.6315
14:04:40:742;15:04:40:691;599.6315
14:04:40:750;15:04:40:691;599.6315
14:04:40:757;15:04:40:691;599.6315
14:04:40:765;15:04:40:691;599.6315
14:04:40:773;15:04:40:691;599.6315
14:04:40:781;15:04:40:691;599.6315
14:04:40:789;15:04:40:691;599.6315
14:04:40:796;15:04:40:691;599.6315
14:04:40:804;15:04:40:691;599.6315
14:04:40:812;15:04:40:806;606.7755
14:04:40:820;15:04:40:806;606.7755
14:04:40:828;15:04:40:806;606.7755
14:04:40:835;15:04:40:806;606.7755
14:04:40:843;15:04:40:806;606.7755
14:04:40:851;15:04:40:806;606.7755
14:04:40:859;15:04:40:806;606.7755
14:04:40:867;15:04:40:806;606.7755
14:04:40:875;15:04:40:806;606.7755
14:04:40:882;15:04:40:806;606.7755
14:04:40:890;15:04:40:806;606.7755
14:04:40:898;15:04:40:806;606.7755
14:04:40:906;15:04:40:806;606.7755
14:04:40:914;15:04:40:908;576.419
14:04:40:921;15:04:40:908;576.419
14:04:40:929;15:04:40:908;576.419
14:04:40:937;15:04:40:908;576.419
14:04:40:945;15:04:40:908;576.419
14:04:40:953;15:04:40:908;576.419
14:04:40:960;15:04:40:908;576.419
14:04:40:968;15:04:40:908;576.419
14:04:40:976;15:04:40:908;576.419
14:04:40:984;15:04:40:908;576.419
14:04:40:992;15:04:40:908;576.419
14:04:41:000;15:04:40:908;576.419
14:04:41:007;15:04:40:908;576.419
14:04:41:015;15:04:40:908;576.419
14:04:41:023;15:04:40:908;576.419
14:04:41:031;15:04:40:908;576.419
14:04:41:039;15:04:40:908;576.419
14:04:41:046;15:04:40:908;576.419
14:04:41:054;15:04:40:908;576.419
14:04:41:062;15:04:41:056;609.17596
14:04:41:070;15:04:41:056;609.17596
14:04:41:078;15:04:41:056;609.17596
14:04:41:085;15:04:41:056;609.17596
14:04:41:093;15:04:41:056;609.17596
14:04:41:101;15:04:41:056;609.17596
14:04:41:109;15:04:41:056;609.17596
14:04:41:117;15:04:41:056;609.17596
14:04:41:125;15:04:41:056;609.17596
14:04:41:132;15:04:41:056;609.17596
14:04:41:140;15:04:41:056;609.17596
14:04:41:148;15:04:41:056;609.17596
14:04:41:156;15:04:41:056;609.17596
14:04:41:164;15:04:41:056;609.17596
14:04:41:171;15:04:41:056;609.17596
14:04:41:179;15:04:41:172;594.9154
14:04:41:187;15:04:41:172;594.9154
14:04:41:195;15:04:41:172;594.9154
14:04:41:203;15:04:41:172;594.9154
14:04:41:210;15:04:41:172;594.9154
14:04:41:218;15:04:41:172;594.9154
14:04:41:226;15:04:41:172;594.9154
14:04:41:234;15:04:41:172;594.9154
14:04:41:242;15:04:41:172;594.9154
14:04:41:250;15:04:41:172;594.9154
14:04:41:257;15:04:41:172;594.9154
14:04:41:265;15:04:41:172;594.9154
14:04:41:273;15:04:41:172;594.9154
14:04:41:281;15:04:41:172;594.9154
14:04:41:289;15:04:41:286;623.7783
14:04:41:296;15:04:41:286;623.7783
14:04:41:304;15:04:41:286;623.7783
14:04:41:312;15:04:41:286;623.7783
14:04:41:320;15:04:41:286;623.7783
14:04:41:328;15:04:41:286;623.7783
14:04:41:335;15:04:41:286;623.7783
14:04:41:343;15:04:41:286;623.7783
14:04:41:351;15:04:41:286;623.7783
14:04:41:359;15:04:41:286;623.7783
14:04:41:367;15:04:41:286;623.7783
14:04:41:375;15:04:41:286;623.7783
14:04:41:382;15:04:41:286;623.7783
14:04:41:390;15:04:41:286;623.7783
14:04:41:398;15:04:41:391;602.0033
14:04:41:406;15:04:41:391;602.0033
14:04:41:414;15:04:41:391;602.0033
14:04:41:421;15:04:41:391;602.0033
14:04:41:429;15:04:41:391;602.0033
14:04:41:437;15:04:41:391;602.0033
14:04:41:445;15:04:41:391;602.0033
14:04:41:453;15:04:41:391;602.0033
14:04:41:460;15:04:41:391;602.0033
14:04:41:468;15:04:41:391;602.0033
14:04:41:476;15:04:41:391;602.0033
14:04:41:484;15:04:41:391;602.0033
14:04:41:492;15:04:41:391;602.0033
14:04:41:500;15:04:41:391;602.0033
14:04:41:507;15:04:41:391;602.0033
14:04:41:515;15:04:41:391;602.0033
14:04:41:523;15:04:41:519;633.70715
14:04:41:531;15:04:41:519;633.70715
